calib_loop.thisRepN,calib_loop.thisTrialN,calib_loop.thisN,calib_loop.thisIndex,valid_keybrd.started,participant,gender,profession,session,date,expName,psychopyVersion,frameRate,
,,,,82.31684029999997,,,,,,,,,
