subj,exp_id,ses_id,stim,timestamp,x,y,duration,sacc_amplitude,sacc_dur
P03,1,1,tsq01,1.494881,0.000000,1080.000000,0.016437,1282.585511,1.150007
P03,1,1,tsq01,2.661325,1084.342400,394.998429,0.344948,540.977793,0.065724
P03,1,1,tsq01,3.071997,725.159700,799.528725,0.525744,492.019010,0.032862
P03,1,1,tsq01,3.630603,984.615273,381.479073,0.180661,487.932024,0.082129
P03,1,1,tsq01,3.893393,963.908677,868.971531,0.427176,687.759688,0.394242
P03,1,1,tsq01,4.714811,1618.492800,1080.000000,0.016476,846.294986,0.279286
P03,1,1,tsq01,5.010573,875.560320,674.701920,0.082105,647.710360,0.065776
P03,1,1,tsq01,5.158454,1030.976914,45.913886,0.114948,478.010884,0.049212
P03,1,1,tsq01,5.322614,1364.476800,388.364220,0.164335,539.889526,0.049337
P03,1,1,tsq01,5.536286,826.331200,345.005100,0.197163,483.820920,0.328640
P03,1,1,tsq01,6.062089,716.217834,816.129000,0.673427,415.513066,0.032806
P03,1,1,tsq01,6.768322,1126.458240,750.144780,0.328636,0.000000,0.032806
P03,1,1,tsq02,0.032885,346.358400,257.595660,0.164263,620.201811,0.082040
P03,1,1,tsq02,0.279188,947.274000,411.058125,0.131503,453.708164,0.032913
P03,1,1,tsq02,0.443604,672.201600,50.244776,0.279248,681.255256,0.065683
P03,1,1,tsq02,0.788535,1350.210327,116.674364,0.180774,443.376815,0.049203
P03,1,1,tsq02,1.018512,1277.927495,554.119437,0.624377,752.103539,0.065599
P03,1,1,tsq02,1.708488,555.409200,345.248550,0.394240,629.827576,0.065819
P03,1,1,tsq02,2.168547,1173.271680,223.065360,0.164302,863.324497,0.082113
P03,1,1,tsq02,2.414962,1298.582400,1077.247080,0.164310,549.255960,0.065683
P03,1,1,tsq02,2.644955,754.382400,1002.893400,0.197080,671.734139,0.049406
P03,1,1,tsq02,2.891441,608.091886,347.282357,0.689936,0.000000,0.049406
P03,1,1,tsq03,0.032814,390.856320,332.069760,0.082077,701.040497,0.082223
P03,1,1,tsq03,0.197114,1091.730743,347.328257,0.344980,603.791936,0.049382
P03,1,1,tsq03,0.591476,556.302821,68.255432,0.312014,321.500227,0.032805
P03,1,1,tsq03,0.936295,876.681600,41.425714,0.115091,446.149436,0.032762
P03,1,1,tsq03,1.084148,1322.814277,45.292708,0.213590,939.479965,0.082142
P03,1,1,tsq03,1.379880,637.484308,687.901015,0.213733,432.000383,0.049229
P03,1,1,tsq03,1.642842,1047.216873,550.993909,0.180750,624.733118,0.065601
P03,1,1,tsq03,1.889193,440.012343,697.943314,0.345005,544.102867,0.295675
P03,1,1,tsq03,2.529873,969.066971,570.864086,0.689970,350.667103,0.032912
P03,1,1,tsq03,3.252755,1319.519787,583.121400,0.739313,471.801697,0.049334
P03,1,1,tsq03,4.041402,1285.364978,112.557600,0.443403,1100.636691,0.509313
P03,1,1,tsq03,4.994118,329.791059,658.707406,0.558622,564.893652,0.016410
P03,1,1,tsq03,5.569150,885.285159,556.086049,1.084257,464.270721,0.328600
P03,1,1,tsq03,6.982007,1349.538600,560.091712,0.262821,835.499448,0.065738
P03,1,1,tsq03,7.310566,514.042182,557.841600,0.542226,498.565539,0.065559
P03,1,1,tsq03,7.918351,996.085662,430.555777,1.281439,509.714513,0.049277
P03,1,1,tsq03,9.249067,1486.112400,290.260800,0.131388,550.784467,0.065829
P03,1,1,tsq03,9.446284,1699.789714,797.907857,0.229925,492.517821,0.049344
P03,1,1,tsq03,9.725553,1717.303096,305.701513,0.377800,1111.497531,0.345061
P03,1,1,tsq03,10.448414,667.248480,670.135410,0.328494,0.000000,0.345061
P04,1,1,tsa01,0.049197,898.837120,483.243840,0.246492,407.087650,0.032876
P04,1,1,tsa01,0.328565,621.468800,781.215600,0.147735,548.011882,0.065777
P04,1,1,tsa01,0.542077,1154.076126,652.194442,2.809274,362.411375,0.032790
P04,1,1,tsa01,3.384141,869.894592,877.100778,1.642854,438.007072,0.032921
P04,1,1,tsa01,5.059916,1184.565287,572.416435,0.377845,637.782268,0.049158
P04,1,1,tsa01,5.486919,755.709000,1044.484762,0.788598,401.465584,0.049318
P04,1,1,tsa01,6.324835,1025.423463,747.115088,2.644945,174.373300,0.049327
P04,1,1,tsa01,9.019107,1173.942400,655.746750,0.197138,0.000000,0.049327
P04,1,1,tsa02,0.032883,458.454446,372.398811,1.149955,778.961211,0.065737
P04,1,1,tsa02,1.248575,1086.930635,832.614247,0.279261,800.111394,0.082203
P04,1,1,tsa02,1.610039,457.025280,339.260940,0.328518,0.000000,0.082203
P04,1,1,tsa03,0.048921,1149.989169,579.767400,0.640735,503.726648,0.065884
P04,1,1,tsa03,0.755540,646.274979,583.310048,0.476209,291.212802,0.032868
P04,1,1,tsa03,1.264617,361.558549,644.477442,0.706418,870.445473,0.065750
P04,1,1,tsa03,2.036785,1231.997046,640.992738,0.640622,716.798002,0.065891
P04,1,1,tsa03,2.743298,519.421518,563.304306,0.804830,421.659151,0.049369
P04,1,1,tsa03,3.597497,940.729600,580.507200,0.147745,480.044415,0.032991
P04,1,1,tsa03,3.778233,1177.064686,162.669471,0.689941,749.439467,0.082168
P04,1,1,tsa03,4.550342,427.730233,175.215056,0.706395,819.589522,0.049263
P04,1,1,tsa03,5.306000,1147.191877,567.773238,0.427113,783.280636,0.082199
P04,1,1,tsa03,5.815312,364.745600,603.917100,0.591344,905.034746,0.082165
P04,1,1,tsa03,6.488821,1265.084800,695.988900,0.492800,608.423494,0.065784
P04,1,1,tsa03,7.047405,662.242338,613.768985,0.427114,484.002142,0.065735
P04,1,1,tsa03,7.540254,1146.014208,598.840776,0.410726,828.585587,0.065723
P04,1,1,tsa03,8.016703,319.925211,663.113983,0.575000,957.720514,0.098493
P04,1,1,tsa03,8.690196,1276.709486,705.451140,1.150009,504.391300,0.065748
P04,1,1,tsa03,9.905953,1016.780308,273.192646,0.213522,850.664236,0.082072
P04,1,1,tsa03,10.201547,747.166629,1080.000000,0.460020,0.000000,0.082072
P04,1,1,tsq01,0.049331,840.711502,384.097043,1.002098,439.327877,0.032868
P04,1,1,tsq01,1.084297,1277.880800,340.600050,0.197124,598.343585,0.049345
P04,1,1,tsq01,1.330766,751.834743,625.715100,0.689958,491.618619,0.082221
P04,1,1,tsq01,2.102945,706.125489,136.226049,1.067785,342.600822,0.049190
P04,1,1,tsq01,3.219920,698.194971,478.735071,0.230042,411.438079,0.016546
P04,1,1,tsq01,3.466508,1047.843711,695.592287,4.961257,383.958079,0.065683
P04,1,1,tsq01,8.493448,675.903158,790.902474,0.312189,429.157845,0.049252
P04,1,1,tsq01,8.854889,744.452400,367.254675,0.131499,675.617638,0.082110
P04,1,1,tsq01,9.068498,1366.700160,104.068584,0.410609,850.823805,0.082215
P04,1,1,tsq01,9.561322,520.427733,191.955600,0.147870,750.505082,0.082170
P04,1,1,tsq01,9.791362,1075.016924,697.612310,1.166397,156.098882,0.065767
P04,1,1,tsq01,11.023526,1192.919253,595.309320,0.739197,365.755997,0.032914
P04,1,1,tsq01,11.795637,842.324800,699.525337,0.788563,0.000000,0.032914
P04,1,1,tsq02,0.032816,796.368000,407.539029,0.345124,309.566592,0.049282
P04,1,1,tsq02,0.427222,609.053673,161.074391,0.361331,707.620100,0.032890
P04,1,1,tsq02,0.821443,1316.664436,164.709327,0.361378,561.507895,0.065654
P04,1,1,tsq02,1.248475,936.675692,578.109462,0.213648,434.364242,0.016433
P04,1,1,tsq02,1.478556,502.597200,562.356450,0.394294,429.749951,0.033030
P04,1,1,tsq02,1.905880,908.279718,704.154600,0.279179,488.817726,0.032955
P04,1,1,tsq02,2.218014,1390.749900,625.635225,0.525521,278.280872,0.016554
P04,1,1,tsq02,2.760089,1238.455733,392.725950,1.774238,709.646963,0.065652
P04,1,1,tsq02,4.599979,530.636281,341.829632,1.823544,0.000000,0.065652
P04,1,1,tsq03,0.049360,1166.753764,519.586257,2.086406,421.879880,0.065627
P04,1,1,tsq03,2.201393,753.410107,604.023541,2.020701,513.986706,0.032820
P04,1,1,tsq03,4.254914,983.810400,144.569475,0.262869,521.818404,0.065727
P04,1,1,tsq03,4.583510,1134.542000,644.143725,0.394251,620.581321,0.049230
P04,1,1,tsq03,5.026991,692.783600,1080.000000,0.394373,459.644150,0.065573
P04,1,1,tsq03,5.486937,841.880914,645.209550,0.755758,619.115724,0.049363
P04,1,1,tsq03,6.292058,476.571600,145.356187,0.525582,759.205882,0.065726
P04,1,1,tsq03,6.883366,1074.940637,612.633478,0.969375,18.072867,0.016376
P04,1,1,tsq03,7.869117,1092.216000,607.324018,0.919950,89.095137,0.032938
P04,1,1,tsq03,8.822005,1017.760086,558.392838,0.607754,427.166803,0.065679
P04,1,1,tsq03,9.495438,957.316696,135.523976,1.511448,572.515830,0.065754
P04,1,1,tsq03,11.072640,1194.867009,656.431093,1.100795,666.839543,0.082008
P04,1,1,tsq03,12.255443,679.828800,1080.000000,0.230053,655.402016,0.082075
P04,1,1,tsq03,12.567571,1199.667733,680.851800,0.295773,553.604349,0.049200
P04,1,1,tsq03,12.912544,649.798080,616.655700,0.164329,0.000000,0.049200
P05,1,1,tsa01,0.049247,909.446400,689.585400,0.016446,99.900387,0.016429
P05,1,1,tsa01,0.082122,1009.185429,695.261089,1.150002,591.294857,0.065704
P05,1,1,tsa01,1.297828,560.180329,1080.000000,0.558495,716.685490,0.082073
P05,1,1,tsa01,1.938396,1052.193445,558.884671,0.509319,0.000000,0.082073
P05,1,1,tsa02,0.032832,597.661166,416.121840,0.574900,453.456099,0.049389
P05,1,1,tsa02,0.657121,811.784914,815.838557,0.229981,599.286950,0.082017
P05,1,1,tsa02,0.969119,1410.908160,801.831960,0.164335,485.291570,0.065800
P05,1,1,tsa02,1.199254,926.163600,778.796775,0.262720,380.781670,0.049347
P05,1,1,tsa02,1.511321,619.146960,1004.042115,0.657068,814.506499,0.098558
P05,1,1,tsa02,2.266947,1416.240505,836.522811,0.312125,10.144705,0.016501
P05,1,1,tsa02,2.595573,1425.878400,839.689200,0.016521,0.000000,0.016501
P05,1,1,tsa03,0.049306,1135.443692,547.895631,0.213471,598.748659,0.016480
