subj,exp_id,ses_id,stim,timestamp,K
P10,1,1,tsq01,11.154819,-0.922190
P10,1,1,tsq01,11.384810,2.632475
P10,1,1,tsq01,12.469023,0.490219
P10,1,1,tsq01,13.093312,0.490219
P10,1,1,tsq02,0.049394,2.327691
P10,1,1,tsq02,0.575084,-0.571644
P10,1,1,tsq02,0.739410,0.270039
P10,1,1,tsq02,1.133645,0.486345
P10,1,1,tsq02,1.396467,-1.609782
P10,1,1,tsq02,1.593624,1.593677
P10,1,1,tsq02,1.988011,0.547767
P10,1,1,tsq02,2.201427,-3.209787
P10,1,1,tsq02,2.332946,1.507000
P10,1,1,tsq02,2.546474,1.507000
P10,1,1,tsq03,0.049276,-1.173860
P10,1,1,tsq03,0.509157,-0.786732
P10,1,1,tsq03,0.772081,1.298233
P10,1,1,tsq03,1.314156,1.298233
P11,1,1,tsa01,0.049213,0.715064
P11,1,1,tsa01,0.689965,0.236870
P11,1,1,tsa01,1.281411,2.046647
P11,1,1,tsa01,2.414924,-2.029459
P11,1,1,tsa01,3.269246,-0.235238
P11,1,1,tsa01,3.532049,1.668638
P11,1,1,tsa01,4.287771,-0.454436
P11,1,1,tsa01,4.698459,-0.779837
P11,1,1,tsa01,5.388484,-0.779837
P11,1,1,tsa02,0.049256,0.947046
P11,1,1,tsa02,0.443515,1.928027
P11,1,1,tsa02,1.281416,0.915389
P11,1,1,tsa02,1.741375,0.861970
P11,1,1,tsa02,2.382160,-2.153582
P11,1,1,tsa02,2.727095,-0.805973
P11,1,1,tsa02,3.269226,-0.805973
P11,1,1,tsa03,0.049183,-0.309211
P11,1,1,tsa03,0.394207,-1.340753
P11,1,1,tsa03,0.657045,1.269700
P11,1,1,tsa03,1.626314,0.707085
P11,1,1,tsa03,2.151948,-1.355144
P11,1,1,tsa03,2.414904,2.151800
P11,1,1,tsa03,2.809132,2.151800
P11,1,1,tsq01,0.049482,2.412230
P11,1,1,tsq01,1.807079,-1.641269
P11,1,1,tsq01,1.954926,-1.641269
P11,1,1,tsq02,0.032873,-0.478571
P11,1,1,tsq02,0.361364,-4.171116
P11,1,1,tsq02,0.476257,-2.488711
P11,1,1,tsq02,1.002154,-0.177198
P11,1,1,tsq02,1.396351,3.142315
P11,1,1,tsq02,2.612043,-0.862770
P11,1,1,tsq02,2.776315,0.404704
P11,1,1,tsq02,3.400621,0.909709
P11,1,1,tsq02,4.222013,1.900477
P11,1,1,tsq02,5.174899,-0.146789
P11,1,1,tsq02,5.552768,0.023045
P11,1,1,tsq02,6.308435,1.872398
P11,1,1,tsq02,7.261264,-0.771899
P11,1,1,tsq02,7.770579,0.829725
P11,1,1,tsq02,8.411241,0.829725
P11,1,1,tsq03,0.049308,0.288172
P11,1,1,tsq03,0.246487,1.834781
P11,1,1,tsq03,2.119315,-1.896254
P11,1,1,tsq03,2.513582,-1.896254
P12,1,1,tsa01,0.049450,0.868292
P12,1,1,tsa01,1.692303,-0.159575
P12,1,1,tsa01,3.713007,0.565842
P12,1,1,tsa01,4.172785,0.565842
P12,1,1,tsa02,0.049194,0.531002
P12,1,1,tsa02,0.558455,-0.674536
P12,1,1,tsa02,0.969150,1.783194
P12,1,1,tsa02,2.727007,0.896934
P12,1,1,tsa02,3.236323,1.648431
P12,1,1,tsa02,3.991979,0.168908
P12,1,1,tsa02,4.435527,-0.635156
P12,1,1,tsa02,4.878991,-1.802350
P12,1,1,tsa02,5.306230,-1.878615
P12,1,1,tsa02,5.848260,-1.878615
P12,1,1,tsa03,0.049239,0.153974
P12,1,1,tsa03,0.312076,-0.958656
P12,1,1,tsa03,0.706417,0.114224
P12,1,1,tsa03,1.511337,-1.639755
P12,1,1,tsa03,1.971509,0.013373
P12,1,1,tsa03,2.907879,0.302618
P12,1,1,tsa03,3.762052,2.179057
P12,1,1,tsa03,4.764353,-1.898012
P12,1,1,tsa03,4.994274,-0.628639
P12,1,1,tsa03,5.881291,1.888216
P12,1,1,tsa03,7.097021,2.163930
P12,1,1,tsa03,7.622825,2.163930
P12,1,1,tsq01,0.032871,0.889489
P12,1,1,tsq01,0.952807,-0.106156
P12,1,1,tsq01,1.528004,0.185649
P12,1,1,tsq01,2.004404,-2.854460
P12,1,1,tsq01,2.546325,2.533026
P12,1,1,tsq01,4.714929,0.464964
P12,1,1,tsq01,6.423402,1.322950
P12,1,1,tsq01,7.507769,2.673740
P12,1,1,tsq01,8.986315,-2.114567
P12,1,1,tsq01,9.249175,-0.411063
P12,1,1,tsq01,9.446420,-0.741474
P12,1,1,tsq01,9.988506,-0.099216
P12,1,1,tsq01,10.826607,-1.578320
P12,1,1,tsq01,11.187703,-1.578320
P12,1,1,tsq02,0.049140,2.479463
P12,1,1,tsq02,3.187177,0.560053
P12,1,1,tsq02,3.679975,-0.249893
P12,1,1,tsq02,5.026984,-2.281560
P12,1,1,tsq02,5.552902,0.517042
P12,1,1,tsq02,5.914045,-0.857822
P12,1,1,tsq02,6.177025,-0.857822
P12,1,1,tsq03,0.049154,2.460952
P12,1,1,tsq03,0.837928,-0.039010
P12,1,1,tsq03,1.675566,0.972302
P12,1,1,tsq03,2.217760,-0.125272
P12,1,1,tsq03,2.809103,-1.668704
P12,1,1,tsq03,3.104976,-1.668704
P13,1,1,tsa01,0.049299,0.000000
P13,1,1,tsa02,0.049329,-1.601450
P13,1,1,tsa02,0.328505,0.192261
P13,1,1,tsa02,0.509273,0.192261
P13,1,1,tsa03,0.049299,0.633791
P13,1,1,tsa03,0.082154,-0.755761
P13,1,1,tsa03,0.509255,-0.250126
P13,1,1,tsa03,2.053504,2.024146
P13,1,1,tsa03,3.893448,0.523647
P13,1,1,tsa03,5.010569,-1.043531
P13,1,1,tsa03,5.700672,-1.043531
P13,1,1,tsq01,0.049270,0.092013
P13,1,1,tsq01,0.361340,1.757960
P13,1,1,tsq01,2.464224,-0.639692
P13,1,1,tsq01,2.694188,0.311198
P13,1,1,tsq01,3.022773,0.759929
P13,1,1,tsq01,4.796940,-0.485008
P13,1,1,tsq01,5.536245,0.144422
P13,1,1,tsq01,6.456155,-1.253885
P13,1,1,tsq01,7.474766,-0.066650
P13,1,1,tsq01,7.688297,0.454935
P13,1,1,tsq01,7.951143,0.310290
P13,1,1,tsq01,8.312593,1.492577
P13,1,1,tsq01,9.446189,-1.529318
P13,1,1,tsq01,9.807564,2.887977
P13,1,1,tsq01,13.898234,-0.782416
P13,1,1,tsq01,13.964054,-3.556687
P13,1,1,tsq01,14.193979,-3.556687
P13,1,1,tsq02,0.049201,-0.735042
P13,1,1,tsq02,0.246365,2.239398
P13,1,1,tsq02,1.117080,1.440203
P13,1,1,tsq02,2.135540,0.908975
P13,1,1,tsq02,2.480652,2.052568
P13,1,1,tsq02,3.663432,0.297641
P13,1,1,tsq02,4.829771,1.268011
P13,1,1,tsq02,5.881244,-0.092050
P13,1,1,tsq02,6.045514,-1.784401
P13,1,1,tsq02,6.341221,-2.638974
P13,1,1,tsq02,6.604025,-1.956953
P13,1,1,tsq02,7.031256,0.067212
P13,1,1,tsq02,7.441916,0.067212
P13,1,1,tsq03,0.032822,-0.495939
P13,1,1,tsq03,0.821317,0.703835
P13,1,1,tsq03,1.807045,-0.794440
P13,1,1,tsq03,2.382024,1.174986
P13,1,1,tsq03,5.848416,1.216318
P13,1,1,tsq03,7.343513,-2.516093
P13,1,1,tsq03,7.655471,-1.172718
P13,1,1,tsq03,7.934733,1.331084
P13,1,1,tsq03,8.920483,1.331084
P14,1,1,tsa01,0.049239,0.909977
P14,1,1,tsa01,0.690031,-1.681313
P14,1,1,tsa01,0.920073,0.823848
P14,1,1,tsa01,1.379872,-0.466451
P14,1,1,tsa01,2.267048,-1.652417
P14,1,1,tsa01,2.956983,0.474338
P14,1,1,tsa01,4.222083,3.831843
P14,1,1,tsa01,7.918290,0.289492
P14,1,1,tsa01,8.854723,-1.713724
P14,1,1,tsa01,9.446209,-1.713724
P14,1,1,tsa02,0.049067,1.511735
P14,1,1,tsa02,1.642728,-0.236073
P14,1,1,tsa02,2.168305,0.880120
P14,1,1,tsa02,3.121149,0.462506
P14,1,1,tsa02,4.780556,-0.449395
P14,1,1,tsa02,5.322607,-1.636884
P14,1,1,tsa02,6.817502,-1.636884
P14,1,1,tsa03,0.049242,3.099170
P14,1,1,tsa03,1.576965,0.126549
P14,1,1,tsa03,2.168378,0.862953
P14,1,1,tsa03,3.022713,-2.085901
P14,1,1,tsa03,3.696187,-1.405975
P14,1,1,tsa03,4.024882,-1.405975
P14,1,1,tsq01,0.049166,0.710297
P14,1,1,tsq01,1.002067,-0.086109
P14,1,1,tsq01,1.379839,2.778263
P14,1,1,tsq01,2.841920,-2.083374
P14,1,1,tsq01,3.449818,0.665475
P14,1,1,tsq01,4.205560,-0.407890
P14,1,1,tsq01,4.501193,-0.886130
P14,1,1,tsq01,5.388487,-0.886130
P14,1,1,tsq02,0.049326,0.494409
P14,1,1,tsq02,1.347183,0.493953
P14,1,1,tsq02,2.858659,-0.054538
P14,1,1,tsq02,4.057793,-1.140893
P14,1,1,tsq02,4.764180,0.108767
P14,1,1,tsq02,6.949162,2.637036
P14,1,1,tsq02,9.199877,1.904750
P14,1,1,tsq02,10.464786,-0.109241
P14,1,1,tsq02,11.072657,-3.043693
P14,1,1,tsq02,11.532701,-0.046388
P14,1,1,tsq02,11.713333,-0.046388
P14,1,1,tsq03,0.049370,0.874849
P14,1,1,tsq03,0.755649,0.548391
P14,1,1,tsq03,5.289962,-0.971826
P14,1,1,tsq03,5.454305,0.186537
P14,1,1,tsq03,5.651340,0.186537
P15,1,1,tsa01,0.049398,0.000000
P15,1,1,tsa02,0.049237,-0.328634
P15,1,1,tsa02,0.115089,0.184164
P15,1,1,tsa02,0.262860,0.575297
P15,1,1,tsa02,0.657103,-0.291073
P15,1,1,tsa02,1.002106,-0.291073
P15,1,1,tsa03,0.049226,-0.133723
P15,1,1,tsa03,0.082128,1.501411
P15,1,1,tsa03,0.805021,-1.339278
P15,1,1,tsa03,1.314459,1.929401
P15,1,1,tsa03,2.907716,-2.732315
P15,1,1,tsa03,3.170680,1.403813
P15,1,1,tsa03,3.992122,-1.354577
P15,1,1,tsa03,4.287728,3.033906
P15,1,1,tsa03,5.864872,0.803914
P15,1,1,tsa03,6.702662,-2.105584
P15,1,1,tsa03,7.113382,-0.667107
P15,1,1,tsa03,7.524199,-0.667107
P15,1,1,tsq01,0.032853,-0.150477
P15,1,1,tsq01,0.197126,-0.246689
P15,1,1,tsq01,0.690042,1.359925
P15,1,1,tsq01,1.412813,0.045861
P15,1,1,tsq01,2.102882,-1.103074
P15,1,1,tsq01,2.332792,-0.437190
P15,1,1,tsq01,2.546496,0.597441
P15,1,1,tsq01,4.074212,-2.581764
P15,1,1,tsq01,4.517808,0.079108
P15,1,1,tsq01,5.372102,1.169585
P15,1,1,tsq01,6.505605,1.848152
P15,1,1,tsq01,9.413495,-2.099848
P15,1,1,tsq01,10.103434,1.847048
P15,1,1,tsq01,11.352015,1.847048
P15,1,1,tsq02,0.032875,0.519240
P15,1,1,tsq02,0.262847,-0.262551
P15,1,1,tsq02,0.706408,-0.759166
P15,1,1,tsq02,1.100765,0.217371
P15,1,1,tsq02,1.478552,0.451563
P15,1,1,tsq02,2.398490,0.661262
P15,1,1,tsq02,3.433467,-1.649523
P15,1,1,tsq02,3.663502,0.188324
P15,1,1,tsq02,4.024853,-0.864592
P15,1,1,tsq02,4.665562,2.824009
P15,1,1,tsq02,6.735538,-0.597232
P15,1,1,tsq02,7.146235,-1.549119
P15,1,1,tsq02,8.230516,1.909666
P15,1,1,tsq02,8.608353,1.909666
P15,1,1,tsq03,0.032842,-1.220199
P15,1,1,tsq03,0.262888,0.494257
P15,1,1,tsq03,0.460010,-0.491609
P15,1,1,tsq03,1.905766,0.138704
P15,1,1,tsq03,2.727136,-1.721339
P15,1,1,tsq03,3.137838,-0.153547
P15,1,1,tsq03,4.074267,1.167861
P15,1,1,tsq03,4.829868,-1.419398
P15,1,1,tsq03,5.027081,4.481387
P15,1,1,tsq03,9.183445,0.621071
P15,1,1,tsq03,11.894169,-1.430284
P15,1,1,tsq03,12.271938,-1.430284
