x,y,d,t
0.431000,0.414270,3.330000,293.055384
0.431000,0.414270,3.220000,293.071822
0.388485,0.525215,3.280000,293.088216
0.374580,0.482775,3.395000,293.104538
0.376165,0.493175,3.260000,293.121001
0.363800,0.472855,3.250000,293.137464
0.354815,0.453250,3.285000,293.153819
0.354815,0.453250,3.270000,293.170308
0.406205,0.405325,3.210000,293.186665
0.390785,0.475295,3.240000,293.203105
0.390420,0.470015,3.245000,293.219583
0.403265,0.547685,3.240000,293.236021
0.339265,0.445100,3.320000,293.252445
0.337970,0.440800,3.580000,293.268841
0.241480,0.305835,3.420000,293.285265
0.242910,0.375445,3.405000,293.301720
0.244820,0.380425,3.365000,293.318218
0.240525,0.361645,3.380000,293.334599
0.245655,0.358130,3.425000,293.351033
0.242865,0.347160,3.480000,293.367404
0.257295,0.317255,3.550000,293.383807
0.252500,0.319745,3.520000,293.400270
0.253390,0.325745,3.545000,293.416643
0.252095,0.339570,3.615000,293.433113
0.296685,0.343515,3.460000,293.449479
0.298975,0.354705,3.490000,293.465960
0.293150,0.328125,3.555000,293.482401
0.298705,0.328420,3.570000,293.498842
0.298705,0.328420,3.545000,293.515215
0.306460,0.355490,3.560000,293.531812
0.306475,0.367895,3.565000,293.548083
0.305910,0.362200,3.595000,293.564590
0.315980,0.358850,3.605000,293.580974
0.306645,0.354555,3.630000,293.597332
0.304480,0.343605,3.655000,293.613810
0.294320,0.292795,3.670000,293.630274
0.314270,0.271160,3.690000,293.646684
0.314825,0.277445,3.725000,293.663116
0.439395,0.568675,4.050000,293.679583
0.437620,0.644570,4.600000,293.695959
0.438305,0.647680,3.910000,293.712505
0.441380,0.747685,3.830000,293.728782
0.453770,0.682965,3.820000,293.745339
0.453115,0.675640,3.770000,293.761707
0.451090,0.697215,3.805000,293.778065
0.452475,0.720415,3.905000,293.794580
0.452450,0.724275,3.920000,293.810980
0.454265,0.747625,3.930000,293.827437
0.455040,0.788785,3.880000,293.843814
0.454995,0.788335,3.950000,293.860313
0.369065,0.845400,4.050000,293.876693
0.358995,0.836385,4.055000,293.893263
0.358995,0.836385,4.075000,293.909577
0.325325,0.836895,3.975000,293.925960
0.358450,0.846765,3.975000,293.942486
0.359320,0.846530,4.060000,293.958896
0.524070,0.797895,4.065000,293.975310
0.718990,0.725340,5.390000,293.991654
0.720370,0.718570,4.005000,294.008106
0.730395,0.710455,3.995000,294.024503
0.725520,0.781075,4.020000,294.040958
0.727340,0.776840,4.015000,294.057489
0.756220,0.722260,4.035000,294.073935
0.750850,0.702430,4.035000,294.090299
0.751665,0.699075,4.020000,294.106627
0.725640,0.736825,4.090000,294.123083
0.735670,0.734575,4.015000,294.139457
0.728075,0.756610,4.050000,294.155986
0.717105,0.804225,3.975000,294.172457
0.726900,0.811540,4.000000,294.188838
0.729325,0.805100,4.060000,294.205315
0.468930,0.723755,3.935000,294.221660
0.481345,0.688285,4.020000,294.238238
0.481345,0.688285,3.910000,294.254638
0.480800,0.729270,3.940000,294.270931
0.482495,0.724695,3.985000,294.287346
0.482870,0.732185,3.960000,294.303751
0.480920,0.740475,3.970000,294.320220
0.483440,0.712865,3.965000,294.336647
0.482635,0.695850,4.000000,294.353129
0.478815,0.661385,3.915000,294.369501
0.498105,0.686160,3.960000,294.386052
0.498105,0.686160,3.965000,294.402424
0.466925,0.775885,4.000000,294.418813
0.466755,0.746140,3.990000,294.435275
0.467965,0.761870,4.020000,294.451601
0.483310,0.816990,3.985000,294.468084
0.491910,0.693725,4.025000,294.484516
0.491635,0.685790,4.100000,294.500963
0.451540,0.840280,4.035000,294.517358
0.353255,1.237560,5.060000,294.533774
0.353255,1.237560,4.460000,294.550274
0.279460,1.807970,4.210000,294.566705
0.293270,1.867495,4.335000,294.583190
0.293270,1.867495,4.150000,294.599615
0.268070,1.916535,4.195000,294.615984
0.306210,1.887450,4.175000,294.632398
0.305295,1.889780,4.145000,294.648873
0.313610,1.891850,4.130000,294.665275
0.296180,1.859370,4.145000,294.681709
0.297305,1.856755,4.135000,294.698126
0.284495,1.840135,4.120000,294.714470
0.278310,1.842720,4.130000,294.730956
0.280870,1.837590,4.120000,294.747351
0.262250,1.845385,4.100000,294.763774
0.323860,1.837275,4.120000,294.780375
0.323860,1.837275,4.085000,294.796661
0.305540,1.843945,4.070000,294.813089
0.283745,1.855630,4.140000,294.829502
0.283745,1.855630,4.060000,294.845978
0.288430,1.834475,4.025000,294.862399
0.327540,1.387460,4.650000,294.878772
0.325780,1.386890,4.470000,294.895277
0.349900,0.818970,4.050000,294.911647
0.379900,0.854050,4.040000,294.928122
0.377400,0.848470,3.990000,294.944506
0.336730,0.845365,4.005000,294.960930
0.365610,0.906250,4.055000,294.977506
0.368595,0.914510,3.980000,294.993813
0.356500,0.881165,4.005000,295.010314
0.376110,0.881765,4.075000,295.026744
0.375000,0.879175,4.020000,295.043081
0.361310,0.878415,4.015000,295.059518
0.342990,0.887760,4.100000,295.076082
0.344810,0.893020,4.040000,295.092483
0.369370,0.892855,4.075000,295.108833
0.364435,0.884115,4.090000,295.125294
0.360105,0.868415,4.065000,295.141709
0.325315,0.758935,4.045000,295.158068
0.314375,0.765125,3.960000,295.174497
0.311010,0.755645,4.075000,295.190933
0.298335,0.772740,3.950000,295.207348
0.311620,0.757840,3.935000,295.223773
0.318420,0.779025,3.970000,295.240283
0.450720,0.829410,3.755000,295.256688
0.679690,0.792580,4.500000,295.273066
0.683295,0.781780,3.805000,295.289550
0.743910,0.743380,3.915000,295.305985
0.780705,0.749550,3.920000,295.322331
0.787790,0.732395,3.880000,295.338782
0.768085,0.763295,3.800000,295.355190
0.732345,0.758865,3.820000,295.371681
0.725385,0.778590,3.865000,295.388060
0.731710,0.792765,3.815000,295.404542
0.733835,0.828930,3.900000,295.420950
0.728445,0.842310,3.850000,295.437385
0.712580,0.756750,3.910000,295.453773
0.712665,0.753315,3.930000,295.470220
0.712665,0.753315,3.845000,295.486605
0.730325,0.795600,3.795000,295.503115
0.729315,0.777485,3.800000,295.519599
0.731770,0.770645,3.855000,295.535937
0.731870,0.795225,3.825000,295.552332
0.741475,0.767765,3.755000,295.568850
0.743035,0.764660,3.800000,295.585260
0.735580,0.781845,3.790000,295.601616
0.745300,0.753300,3.790000,295.618106
0.746395,0.749965,3.800000,295.634456
0.742645,0.777490,3.740000,295.650957
0.760265,0.773560,3.805000,295.667478
0.759390,0.776725,3.760000,295.683831
0.737680,0.754345,3.820000,295.700240
