x,y,d,t
0.437545,0.410665,3.610000,141.494241
0.436085,0.407795,3.805000,141.510707
0.439690,0.440900,3.630000,141.527209
0.461955,0.484575,3.610000,141.543611
0.444145,0.551050,3.975000,141.560042
0.447080,0.578675,3.750000,141.576400
0.456495,0.608870,3.830000,141.592940
0.474340,0.593635,3.965000,141.609259
0.471760,0.553500,3.940000,141.625731
0.465605,0.518715,3.875000,141.642166
0.462180,0.510720,3.945000,141.658640
0.459310,0.472905,3.990000,141.674955
0.443945,0.449085,4.025000,141.691380
0.469240,0.467185,4.100000,141.707756
0.468805,0.455720,4.030000,141.724235
0.589330,0.406400,4.120000,141.740767
0.580625,0.407610,4.025000,141.757055
0.580575,0.404205,4.160000,141.773532
0.588815,0.402780,4.060000,141.789968
0.586330,0.454575,4.100000,141.806440
0.586300,0.458215,4.035000,141.822818
0.554070,0.417425,4.045000,141.839172
0.561980,0.408930,4.165000,141.855705
0.562785,0.393810,4.165000,141.872238
0.655930,0.369890,4.080000,141.888449
0.651895,0.388175,4.125000,141.904998
0.650700,0.395700,4.160000,141.921418
0.639660,0.349875,4.090000,141.937733
0.656080,0.356470,4.220000,141.954625
0.656080,0.356470,4.110000,141.970649
0.645040,0.384130,3.995000,141.987021
0.623845,0.412580,4.080000,142.003492
0.624800,0.405225,4.075000,142.019957
0.638435,0.419590,3.970000,142.036454
0.627390,0.382925,4.115000,142.052781
0.625665,0.394710,4.060000,142.069262
0.635555,0.445145,3.950000,142.085706
0.613220,0.468435,4.055000,142.102173
0.612285,0.478920,4.035000,142.118519
0.632435,0.483665,3.945000,142.134939
0.651700,0.466390,4.020000,142.151418
0.653140,0.455925,3.950000,142.167826
0.655725,0.449125,3.910000,142.184198
0.648890,0.448015,4.000000,142.200644
0.648865,0.448160,4.000000,142.217045
0.527095,0.342400,3.970000,142.233481
0.502790,0.254455,4.210000,142.249890
0.503225,0.249565,4.140000,142.266391
0.496635,0.246795,3.910000,142.282716
0.495430,0.288750,3.985000,142.299173
0.495710,0.283340,4.090000,142.315661
0.532215,0.266365,3.975000,142.332026
0.494975,0.250045,3.985000,142.348419
0.494260,0.258750,3.990000,142.364850
0.502685,0.277000,3.890000,142.381364
0.495440,0.282380,4.030000,142.397885
0.496070,0.297680,3.955000,142.414150
0.492645,0.323850,3.950000,142.430664
0.489585,0.284510,3.965000,142.447171
0.489030,0.280230,4.085000,142.463475
0.511805,0.344020,3.980000,142.479929
0.512245,0.285265,3.965000,142.496320
0.512290,0.294475,4.120000,142.512753
0.503230,0.321385,3.925000,142.529310
0.521310,0.340120,3.935000,142.545643
0.521310,0.340120,3.960000,142.562075
0.511455,0.336715,3.870000,142.578594
0.512960,0.327785,3.905000,142.594981
0.513295,0.314655,3.885000,142.611325
0.439515,0.502940,3.850000,142.627871
0.472800,0.407055,3.980000,142.644224
0.472390,0.399415,3.940000,142.660624
0.455445,0.475510,3.930000,142.677029
0.431630,0.479020,3.895000,142.693532
0.431600,0.482535,3.845000,142.709902
0.438855,0.487535,3.820000,142.726306
0.426780,0.469160,3.895000,142.742875
0.427620,0.476260,3.925000,142.759323
0.435115,0.498915,3.810000,142.775638
0.342985,0.481005,3.890000,142.792072
0.344645,0.488065,4.075000,142.808570
0.350060,0.504235,3.950000,142.824867
0.364460,0.551580,4.040000,142.841294
0.364275,0.548205,3.910000,142.857845
0.360715,0.468985,3.955000,142.874229
0.372350,0.532715,4.090000,142.890652
0.369735,0.523160,3.865000,142.907050
0.360750,0.503295,4.050000,142.923561
0.371585,0.522820,4.135000,142.939927
0.374085,0.534860,3.805000,142.956433
0.346475,0.508160,3.830000,142.972876
0.377315,0.538555,3.875000,142.989260
0.379860,0.550925,3.825000,143.005597
0.368115,0.534785,3.795000,143.021998
0.379895,0.549345,3.860000,143.038472
0.378725,0.543605,3.850000,143.054861
0.396105,0.530175,3.910000,143.071350
0.365205,0.525685,4.035000,143.087805
0.363950,0.519900,4.010000,143.104218
0.372980,0.529385,4.065000,143.120541
0.364710,0.529315,4.135000,143.136976
0.363070,0.519155,3.960000,143.153493
0.524590,0.459920,4.030000,143.170016
0.524930,0.516360,4.180000,143.186345
0.524130,0.515615,3.920000,143.202800
0.539060,0.462350,3.920000,143.219200
0.539195,0.531940,4.030000,143.235636
0.539880,0.538070,4.095000,143.252001
0.564080,0.468280,3.960000,143.268513
0.560065,0.447005,3.900000,143.284937
0.560505,0.429880,3.980000,143.301430
0.564615,0.453495,3.970000,143.317704
0.559870,0.470000,4.000000,143.334141
0.559725,0.480505,4.115000,143.350715
0.533970,0.485365,3.975000,143.367088
0.560495,0.472895,4.025000,143.383497
0.560270,0.469570,4.145000,143.399948
0.599125,0.473550,4.000000,143.416299
0.615455,0.487265,3.970000,143.432780
0.615520,0.490790,4.175000,143.449199
0.612550,0.514735,3.985000,143.465683
0.636545,0.502650,4.080000,143.482005
0.635560,0.505840,4.120000,143.498494
0.597765,0.508610,3.915000,143.514847
0.615100,0.484110,4.045000,143.531457
0.614125,0.491305,4.090000,143.547758
0.620430,0.521050,3.935000,143.564285
0.624700,0.495560,3.955000,143.580763
0.625755,0.488515,4.085000,143.596949
0.688015,0.479840,3.995000,143.613553
0.656315,0.457135,4.060000,143.630101
0.657400,0.453615,3.970000,143.646278
0.668070,0.516730,4.000000,143.662860
0.693110,0.507585,4.125000,143.679207
0.692540,0.507060,3.905000,143.695724
0.682295,0.536820,4.030000,143.712180
0.662710,0.535895,4.005000,143.728547
0.663675,0.535315,3.980000,143.744902
0.664275,0.525645,4.115000,143.761463
0.680380,0.534095,4.090000,143.777697
0.679585,0.534480,3.955000,143.794217
0.679015,0.516535,3.885000,143.810650
0.654270,0.516400,3.895000,143.827037
0.652625,0.529510,3.985000,143.843436
0.671440,0.498465,4.035000,143.859932
0.684645,0.564380,3.955000,143.876250
0.688120,0.549280,3.910000,143.892822
0.675810,0.542375,3.910000,143.909222
0.672595,0.477825,4.020000,143.925610
