x,y,d,t
0.573035,0.399345,5.290000,152.473302
0.593415,0.454810,5.345000,152.489632
0.593415,0.454810,5.340000,152.506152
0.544845,0.402565,5.375000,152.522662
0.565470,0.462110,5.350000,152.538998
0.564420,0.473840,5.350000,152.555400
0.584010,0.455475,5.370000,152.571916
0.560330,0.490645,5.380000,152.588244
0.560955,0.494330,5.370000,152.604745
0.544350,0.452625,5.355000,152.621167
0.571175,0.466735,5.430000,152.637546
0.572845,0.436900,5.405000,152.653942
0.597885,0.407700,5.355000,152.670401
0.598165,0.377000,5.425000,152.686879
0.597520,0.372835,5.425000,152.703307
0.567135,0.412185,5.395000,152.719671
0.551710,0.458590,5.405000,152.736150
0.550850,0.487775,5.395000,152.752554
0.550435,0.449870,5.365000,152.769089
0.565645,0.508900,5.430000,152.785378
0.565265,0.524070,5.440000,152.801876
0.548565,0.494570,5.440000,152.818358
0.544950,0.471050,5.475000,152.834705
0.544840,0.452860,5.455000,152.851084
0.642230,0.556965,5.405000,152.867527
0.654840,0.535480,5.400000,152.883950
0.656065,0.531585,5.410000,152.900335
0.639055,0.554920,5.440000,152.916919
0.658020,0.576980,5.465000,152.933247
0.659415,0.573940,5.470000,152.949700
0.641600,0.522580,5.465000,152.966087
0.648730,0.546560,5.450000,152.982523
0.647920,0.539535,5.450000,152.998900
0.672345,0.519615,5.470000,153.015380
0.670945,0.587050,5.515000,153.031826
0.668125,0.601105,5.510000,153.048275
0.660760,0.547485,5.510000,153.064671
0.630200,0.596270,5.565000,153.081203
0.630645,0.599400,5.545000,153.097646
0.624905,0.493730,5.515000,153.113929
0.637445,0.562870,5.560000,153.130426
0.637430,0.563005,5.570000,153.146928
0.638665,0.537470,5.560000,153.163276
0.645350,0.537715,5.555000,153.179700
0.645350,0.537715,5.555000,153.196077
0.642260,0.497565,5.555000,153.212483
0.645450,0.514535,5.585000,153.229000
0.645450,0.514535,5.590000,153.245486
0.643555,0.493125,5.580000,153.261840
0.639870,0.538160,5.595000,153.278387
0.639870,0.538160,5.595000,153.294682
0.633935,0.508080,5.620000,153.311058
0.577705,0.437540,5.725000,153.327674
0.578925,0.432395,5.680000,153.343982
0.541815,0.288330,5.690000,153.360379
0.561410,0.291780,5.730000,153.376786
0.560580,0.276760,5.705000,153.393382
0.547465,0.260295,5.675000,153.409694
0.534120,0.267960,5.725000,153.426127
0.534280,0.279350,5.725000,153.442583
0.532430,0.253550,5.665000,153.459074
0.539270,0.291415,5.660000,153.475400
0.539270,0.291415,5.650000,153.491908
0.557735,0.313340,5.570000,153.508292
0.544925,0.318020,5.615000,153.524689
0.544050,0.313635,5.650000,153.541058
0.512465,0.289565,5.640000,153.557568
0.533590,0.299645,5.600000,153.574026
0.534395,0.304250,5.605000,153.590380
0.551585,0.252100,5.565000,153.606734
0.567725,0.228320,5.555000,153.623194
0.568165,0.205685,5.610000,153.639650
0.615770,0.417230,5.500000,153.656090
0.601835,0.433825,5.465000,153.672625
0.601835,0.433825,5.460000,153.688928
0.636965,0.416135,5.440000,153.705482
0.614300,0.479680,5.430000,153.721811
0.612365,0.492470,5.440000,153.738278
0.644785,0.473280,5.455000,153.754680
0.625625,0.517745,5.460000,153.771081
0.624810,0.524955,5.465000,153.787491
0.640210,0.529045,5.450000,153.803995
0.639380,0.515525,5.510000,153.820348
0.639380,0.515525,5.510000,153.836898
0.630005,0.528485,5.500000,153.853279
0.633880,0.496885,5.585000,153.869670
0.633880,0.496885,5.570000,153.886115
0.615005,0.498115,5.565000,153.902527
0.625545,0.506290,5.580000,153.918921
0.625545,0.506290,5.580000,153.935350
0.634155,0.521470,5.580000,153.951745
0.631805,0.515295,5.580000,153.968185
0.631805,0.515295,5.580000,153.984705
0.636940,0.541440,5.575000,154.001061
0.637300,0.541490,5.660000,154.017534
0.640090,0.533120,5.675000,154.033949
0.646290,0.523185,5.655000,154.050420
0.634480,0.493320,5.635000,154.066798
0.633600,0.485935,5.640000,154.083227
0.625865,0.468555,5.655000,154.099804
0.633560,0.533840,5.650000,154.116103
0.631590,0.549090,5.650000,154.132508
0.643250,0.516800,5.665000,154.148968
0.613610,0.563355,5.665000,154.165375
0.613610,0.563355,5.655000,154.181776
0.623615,0.518900,5.640000,154.198312
0.622605,0.555870,5.660000,154.214673
0.622605,0.555870,5.660000,154.231059
0.628400,0.513650,5.620000,154.247534
0.619300,0.530120,5.635000,154.263935
0.618535,0.537460,5.630000,154.280352
0.620160,0.535285,5.610000,154.296807
0.607845,0.572135,5.615000,154.313305
0.607185,0.579225,5.605000,154.329624
0.595655,0.547070,5.565000,154.346112
0.601355,0.532605,5.565000,154.362525
0.602400,0.528740,5.570000,154.378921
0.607840,0.565535,5.595000,154.395385
0.605335,0.576245,5.590000,154.411800
0.605930,0.569465,5.600000,154.428259
0.612990,0.553010,5.590000,154.444653
0.612785,0.551335,5.575000,154.461109
0.612785,0.551335,5.565000,154.477509
0.629870,0.582885,5.530000,154.494008
0.637335,0.560285,5.590000,154.510346
0.637335,0.560285,5.595000,154.526798
0.633960,0.553545,5.495000,154.543173
0.643550,0.561830,5.550000,154.559725
0.645995,0.550580,5.570000,154.576024
0.657760,0.534380,5.540000,154.592525
0.653760,0.533135,5.565000,154.609068
0.654625,0.522405,5.535000,154.625375
0.402865,0.521895,5.490000,154.641774
0.333550,0.581475,5.435000,154.658244
0.338345,0.594895,5.490000,154.674695
0.335275,0.595400,5.530000,154.691076
0.345530,0.598125,5.555000,154.707452
0.345530,0.598125,5.535000,154.723897
0.335840,0.584345,5.455000,154.740424
0.331105,0.575135,5.510000,154.756811
0.328805,0.568725,5.510000,154.773201
0.317240,0.576415,5.470000,154.789692
0.313695,0.587910,5.485000,154.806067
0.313695,0.587910,5.485000,154.822630
0.311430,0.554990,5.440000,154.838901
0.320320,0.539300,5.450000,154.855328
0.320795,0.542775,5.520000,154.871771
0.171560,0.696930,5.365000,154.888141
0.171220,0.700470,5.390000,154.904730
0.175205,0.705455,5.395000,154.921078
0.174665,0.708675,5.395000,154.937495
0.179955,0.709885,5.390000,154.953950
0.179955,0.709885,5.385000,154.970358
0.187685,0.691020,5.295000,154.986808
0.174040,0.711715,5.355000,155.003195
0.172975,0.709100,5.400000,155.019659
0.162550,0.721560,5.335000,155.036055
0.205905,0.723495,5.350000,155.052604
0.202295,0.718805,5.345000,155.068970
0.190785,0.708600,5.325000,155.085349
0.184665,0.563235,5.385000,155.101785
0.184665,0.563235,5.425000,155.118278
0.198255,0.477070,5.425000,155.134662
0.210600,0.484795,5.430000,155.151024
0.214995,0.495460,5.420000,155.167496
0.189815,0.510710,5.465000,155.183925
0.234080,0.548660,5.395000,155.200302
0.236440,0.552175,5.430000,155.216800
0.385905,0.569870,5.380000,155.233178
0.387580,0.559340,5.370000,155.249684
0.384320,0.549535,5.345000,155.266071
0.385630,0.538115,5.310000,155.282465
0.363100,0.560825,5.370000,155.298994
0.365055,0.567375,5.405000,155.315324
0.373385,0.569840,5.320000,155.331795
0.378695,0.576495,5.340000,155.348194
0.378605,0.573105,5.355000,155.364602
0.362105,0.551210,5.300000,155.381033
0.354265,0.539680,5.360000,155.397529
0.349715,0.524840,5.370000,155.413831
0.353110,0.528785,5.265000,155.430324
0.350920,0.512945,5.265000,155.446745
0.348775,0.508455,5.260000,155.463197
0.353515,0.531900,5.265000,155.479691
0.350795,0.527355,5.260000,155.496033
0.352165,0.526075,5.250000,155.512452
0.380310,0.502170,5.315000,155.528949
0.356000,0.517025,5.335000,155.545308
0.356320,0.521420,5.330000,155.561780
0.347845,0.487325,5.260000,155.578173
0.351210,0.545310,5.265000,155.594708
0.353635,0.553170,5.250000,155.611101
0.345520,0.538710,5.235000,155.627537
0.363610,0.541500,5.255000,155.643861
0.359455,0.527140,5.255000,155.660376
0.343035,0.522395,5.210000,155.676874
0.325840,0.516810,5.230000,155.693251
0.328510,0.524735,5.255000,155.709673
0.485090,0.491970,5.280000,155.726057
0.506415,0.517060,5.275000,155.742475
0.507385,0.532445,5.245000,155.758904
0.503360,0.532415,5.250000,155.775457
0.497290,0.553325,5.210000,155.791729
0.497290,0.553325,5.215000,155.808197
0.489530,0.503895,5.155000,155.824583
0.499545,0.507465,5.205000,155.841081
0.499545,0.507465,5.205000,155.857516
0.505755,0.509710,5.155000,155.873935
0.517430,0.503655,5.205000,155.890323
0.517765,0.511130,5.210000,155.906933
0.528060,0.584720,5.165000,155.923208
0.506395,0.540710,5.170000,155.939731
0.505420,0.537285,5.180000,155.956127
0.518475,0.557805,5.105000,155.972530
0.502425,0.538950,5.090000,155.988958
0.502195,0.526845,5.090000,156.005483
0.490905,0.533415,5.095000,156.021749
