x,y,d,t
0.449890,0.483785,4.450000,131.093212
0.449345,0.476575,4.445000,131.109593
0.426910,0.474335,4.335000,131.125987
0.484470,0.526905,4.305000,131.142610
0.484470,0.526905,4.275000,131.159028
0.436290,0.484410,4.135000,131.175340
0.460295,0.476030,4.105000,131.191893
0.461060,0.488925,4.100000,131.208381
0.453010,0.478880,4.115000,131.224652
0.446250,0.548060,4.160000,131.241081
0.446815,0.554665,4.085000,131.257489
0.549840,0.590515,4.095000,131.273970
0.566285,0.575485,4.075000,131.290584
0.564400,0.575675,4.030000,131.306752
0.564925,0.598425,3.930000,131.323330
0.551630,0.626145,3.945000,131.339702
0.551585,0.635150,3.945000,131.356048
0.583190,0.621295,3.925000,131.372513
0.565710,0.617670,3.940000,131.388842
0.566250,0.612210,3.965000,131.405397
0.563510,0.599700,3.900000,131.421700
0.579760,0.628785,3.830000,131.438311
0.579760,0.628785,3.910000,131.454694
0.564460,0.575070,3.905000,131.470981
0.579450,0.599360,3.900000,131.487497
0.579450,0.599360,3.930000,131.503868
0.586150,0.598895,3.965000,131.520358
0.580765,0.627940,4.005000,131.536769
0.581520,0.621970,4.040000,131.553169
0.581155,0.612365,3.990000,131.569641
0.565020,0.520115,4.025000,131.586112
0.563910,0.522980,4.120000,131.602480
0.616445,0.559330,4.105000,131.618963
0.629350,0.564860,4.175000,131.635358
0.628230,0.574570,4.220000,131.651725
0.617405,0.570460,4.235000,131.668255
0.610230,0.586605,4.370000,131.684649
0.612230,0.574365,4.310000,131.700988
0.625205,0.506830,4.460000,131.717471
0.611550,0.506140,4.520000,131.733847
0.613010,0.502690,4.550000,131.750363
0.633530,0.496335,4.595000,131.766802
0.617020,0.521585,4.615000,131.783355
0.615700,0.524820,4.645000,131.799653
0.606880,0.527440,4.675000,131.816136
0.599255,0.423720,4.780000,131.832441
0.598305,0.431940,4.795000,131.848866
0.614365,0.443785,4.835000,131.865298
0.613630,0.470260,4.875000,131.881739
0.613630,0.470260,4.910000,131.898127
0.629625,0.486930,4.940000,131.914593
0.616945,0.483630,4.920000,131.931118
0.617510,0.486260,4.935000,131.947641
0.605630,0.487980,5.010000,131.963942
0.619925,0.503005,5.015000,131.980341
0.619695,0.499210,5.040000,131.996694
0.611270,0.485725,5.065000,132.013139
0.628080,0.463520,5.125000,132.029622
0.629405,0.461090,5.125000,132.046188
0.616995,0.482070,5.155000,132.062475
0.618025,0.462610,5.185000,132.078925
0.617675,0.454310,5.180000,132.095343
0.605510,0.441625,5.230000,132.111701
0.599320,0.482235,5.195000,132.128176
0.600140,0.489295,5.185000,132.144689
0.611230,0.464720,5.205000,132.161152
0.613410,0.460530,5.210000,132.177539
0.614360,0.453600,5.205000,132.193986
0.612215,0.488820,5.215000,132.210293
0.536805,0.684910,5.190000,132.226720
0.534820,0.689345,5.195000,132.243234
0.504575,0.699105,5.165000,132.259618
0.522095,0.696630,5.190000,132.275994
0.522775,0.699165,5.190000,132.292469
0.542650,0.680750,5.190000,132.308895
0.531310,0.687410,5.175000,132.325382
0.531540,0.682745,5.185000,132.341685
0.505830,0.723580,5.220000,132.358197
0.507970,0.723230,5.235000,132.374642
0.507925,0.728160,5.245000,132.391005
0.514605,0.725515,5.230000,132.407425
0.534770,0.721195,5.260000,132.423982
0.535080,0.716185,5.285000,132.440364
0.535730,0.702595,5.305000,132.456818
0.528900,0.702410,5.350000,132.473220
0.529930,0.699945,5.360000,132.489621
0.513685,0.709380,5.305000,132.506064
0.521245,0.709700,5.345000,132.522450
0.520040,0.716325,5.355000,132.538905
0.346545,0.809370,5.375000,132.555294
0.372965,0.840595,5.400000,132.571757
0.374110,0.846025,5.375000,132.588236
0.351720,0.838630,5.330000,132.604661
0.352280,0.851995,5.420000,132.621054
0.353690,0.852075,5.365000,132.637569
0.369540,0.849250,5.310000,132.653951
0.355700,0.841685,5.325000,132.670317
0.350760,0.833935,5.345000,132.686724
0.347570,0.827095,5.330000,132.703584
0.342785,0.825190,5.355000,132.719570
0.342890,0.825430,5.355000,132.736053
0.359325,0.822990,5.360000,132.752495
0.362205,0.830510,5.360000,132.768915
0.362205,0.830510,5.370000,132.785335
0.378240,0.746650,5.420000,132.801744
0.378935,0.745455,5.415000,132.818203
0.381245,0.754230,5.420000,132.834564
0.385240,0.771940,5.435000,132.851013
0.392390,0.759360,5.445000,132.867480
0.394575,0.768380,5.440000,132.883862
0.398420,0.773320,5.425000,132.900285
0.403420,0.779180,5.445000,132.916744
0.404230,0.775095,5.455000,132.933146
0.390515,0.752135,5.435000,132.949538
0.392655,0.745810,5.455000,132.966087
0.389450,0.732330,5.455000,132.982449
0.374250,0.739545,5.440000,132.998854
0.382300,0.727915,5.450000,133.015361
0.380120,0.719065,5.450000,133.031776
0.344195,0.711350,5.430000,133.048133
0.346260,0.706750,5.480000,133.064706
0.344790,0.701965,5.480000,133.081027
0.330250,0.718155,5.435000,133.097434
0.340325,0.749970,5.425000,133.113868
0.340110,0.753800,5.425000,133.130428
0.346910,0.758750,5.410000,133.146708
0.350580,0.769130,5.420000,133.163187
0.353665,0.773575,5.415000,133.179591
0.515650,0.688835,5.370000,133.196071
0.510640,0.671000,5.385000,133.212494
0.509620,0.673340,5.375000,133.228925
0.497360,0.681500,5.375000,133.245336
0.507240,0.703105,5.350000,133.261773
0.508045,0.705790,5.370000,133.278161
0.529455,0.685315,5.365000,133.294515
0.501550,0.671410,5.365000,133.311022
0.501450,0.656195,5.360000,133.327445
0.514065,0.676000,5.350000,133.343979
0.509830,0.663120,5.385000,133.360411
0.509830,0.663120,5.410000,133.376693
0.519225,0.685120,5.385000,133.393076
0.510500,0.679995,5.405000,133.409613
0.510500,0.679995,5.400000,133.426056
0.508500,0.643400,5.425000,133.442394
0.494670,0.634120,5.430000,133.458796
0.493855,0.636865,5.425000,133.475245
0.491440,0.652590,5.450000,133.491768
0.498450,0.657975,5.440000,133.508213
0.498495,0.663505,5.440000,133.524562
0.517080,0.679345,5.445000,133.541109
0.525445,0.687155,5.485000,133.557372
0.525445,0.687155,5.480000,133.573810
0.521225,0.675310,5.455000,133.590454
0.509460,0.683835,5.485000,133.606692
0.510295,0.690780,5.510000,133.623186
0.558565,0.703035,5.480000,133.639559
0.528355,0.744110,5.545000,133.656023
0.528595,0.739225,5.530000,133.672442
0.535420,0.698185,5.515000,133.688844
0.555555,0.730365,5.520000,133.705291
0.555555,0.730365,5.510000,133.722266
0.550785,0.725635,5.505000,133.738187
0.552165,0.735735,5.560000,133.754498
0.551290,0.744530,5.555000,133.771036
0.524810,0.762975,5.540000,133.787445
0.514440,0.733085,5.605000,133.803849
0.513655,0.726535,5.605000,133.820358
0.533330,0.750070,5.580000,133.836709
0.540395,0.728895,5.625000,133.853118
0.540695,0.724985,5.630000,133.869526
0.552995,0.739615,5.625000,133.886034
0.560090,0.708085,5.650000,133.902368
0.559550,0.713025,5.655000,133.918954
0.531355,1.184020,5.465000,133.935292
0.548475,0.773205,5.660000,134.181722
0.520525,0.770710,5.645000,134.198246
0.519875,0.768170,5.675000,134.214599
0.525215,0.781390,5.650000,134.231142
0.493455,0.870555,5.625000,134.247464
0.495005,0.866950,5.660000,134.263866
0.414740,1.520930,5.630000,134.280303
0.402410,1.642210,5.735000,134.296728
0.400160,1.648285,5.715000,134.313221
0.435370,1.647360,5.700000,134.329541
0.426230,1.678290,5.685000,134.346050
0.427330,1.667185,5.710000,134.362495
0.438190,1.650600,5.700000,134.378951
0.436795,1.624515,5.705000,134.395297
0.437850,1.622450,5.745000,134.411685
0.442655,1.639005,5.700000,134.428181
0.437630,1.629795,5.760000,134.444714
0.438155,1.631980,5.745000,134.461091
0.362330,1.657340,5.815000,134.477433
0.332890,1.689585,5.805000,134.493963
0.334345,1.683190,5.785000,134.510260
0.357215,1.660080,5.780000,134.526668
0.348250,1.633085,5.815000,134.543226
0.348560,1.630670,5.790000,134.559516
0.355570,1.624085,5.790000,134.576003
0.341245,1.651810,5.805000,134.592464
0.341270,1.653615,5.780000,134.608888
0.327825,1.661540,5.735000,134.625259
0.344035,1.635655,5.745000,134.641741
0.342570,1.639595,5.785000,134.658185
0.267560,1.647910,5.740000,134.674576
0.290705,1.660400,5.740000,134.690917
0.288285,1.667175,5.740000,134.707498
0.238945,1.630965,5.645000,134.723919
0.229845,1.726610,5.655000,134.740235
0.224975,1.734380,5.665000,134.756660
0.220565,1.707985,5.625000,134.773127
0.225530,1.733175,5.600000,134.789628
0.228325,1.727925,5.605000,134.806024
0.224350,1.685010,5.560000,134.822542
0.259580,1.644495,5.550000,134.838808
0.264315,1.634805,5.545000,134.855254
0.273505,1.656905,5.465000,134.871668
