x,y,d,t
0.193395,0.278620,4.880000,115.120407
0.190665,0.273160,4.885000,115.136797
0.191655,0.200125,4.830000,115.153292
0.181435,0.266995,4.855000,115.169580
0.184035,0.272595,4.865000,115.186054
0.187160,0.279145,4.825000,115.202530
0.168820,0.257030,4.825000,115.218928
0.168485,0.256105,4.840000,115.235451
0.184180,0.186920,4.790000,115.251782
0.176650,0.203585,4.775000,115.268242
0.178595,0.211280,4.765000,115.284633
0.182935,0.251365,4.800000,115.301141
0.173945,0.291860,4.775000,115.317555
0.183805,0.320535,4.755000,115.333949
0.377550,0.351745,4.765000,115.350321
0.471875,0.474685,4.695000,115.366815
0.471945,0.468480,4.775000,115.383314
0.497945,0.468190,4.755000,115.399595
0.514825,0.365685,4.790000,115.416011
0.513235,0.339840,4.770000,115.432545
0.480840,0.393975,4.770000,115.448961
0.492290,0.370190,4.795000,115.465371
0.492930,0.380275,4.800000,115.481814
0.468695,0.371845,4.815000,115.498219
0.486215,0.354875,4.810000,115.514690
0.486470,0.342710,4.820000,115.531098
0.434255,0.007270,4.885000,115.547554
0.446505,-0.078810,4.900000,115.564011
0.444445,-0.100950,4.920000,115.580327
0.412340,-0.089345,4.950000,115.596824
0.403030,0.002670,4.975000,115.613202
0.407735,0.045450,4.995000,115.629769
0.401380,-0.028065,5.055000,115.646023
0.401285,0.043535,5.085000,115.662530
0.401640,0.050960,5.070000,115.678906
0.298095,0.130815,5.110000,115.695384
0.288670,0.114420,5.130000,115.711756
0.287885,0.108450,5.105000,115.728203
0.307095,0.051745,5.160000,115.744598
0.302940,0.071695,5.175000,115.761126
0.302060,0.064515,5.170000,115.777491
0.286080,0.061480,5.195000,115.794052
0.281905,0.030440,5.220000,115.810368
0.278695,0.014715,5.220000,115.826780
0.282365,0.053225,5.240000,115.843259
0.477885,0.055510,5.425000,115.859710
0.477380,0.070105,5.440000,115.876131
0.693055,0.058745,5.335000,115.892542
0.705560,0.103090,5.335000,115.908942
0.700330,0.144945,5.345000,115.925441
0.678125,0.154060,5.355000,115.941842
0.680885,0.171475,5.345000,115.958297
0.682540,0.156440,5.330000,115.974797
0.705375,0.137610,5.335000,115.991168
0.694630,0.100460,5.355000,116.007552
0.699110,0.072205,5.365000,116.023983
0.720780,0.088170,5.360000,116.040440
0.732115,0.044910,5.370000,116.056892
0.736130,0.014985,5.365000,116.073314
0.688310,0.041535,5.350000,116.089716
0.599610,0.401850,5.410000,116.106075
0.598545,0.407375,5.395000,116.122612
0.573760,0.510855,5.365000,116.138919
0.576970,0.557270,5.400000,116.155358
0.577520,0.562335,5.395000,116.171922
0.583245,0.492425,5.395000,116.188335
0.562985,0.504885,5.380000,116.204597
0.561300,0.504360,5.375000,116.221095
0.575970,0.526650,5.395000,116.237527
0.551425,0.556560,5.395000,116.253951
0.552115,0.580030,5.415000,116.270362
0.585215,0.605015,5.390000,116.286775
0.592415,0.529075,5.405000,116.303192
0.592820,0.520280,5.375000,116.319649
0.563545,0.524290,5.405000,116.336212
0.610940,0.575310,5.490000,116.352501
0.610940,0.575310,5.415000,116.368991
0.718975,0.528245,5.420000,116.385464
0.737080,0.573080,5.470000,116.401836
0.735630,0.577260,5.465000,116.418678
0.747590,0.558340,5.420000,116.434742
0.742120,0.561045,5.445000,116.451149
0.741845,0.565095,5.460000,116.467571
0.714025,0.587600,5.455000,116.483965
0.710395,0.558645,5.480000,116.500362
0.712050,0.550070,5.475000,116.516826
0.736165,0.557030,5.435000,116.533274
0.753805,0.556360,5.485000,116.549688
0.754340,0.551235,5.500000,116.566159
0.753110,0.501975,5.445000,116.582529
0.715895,0.451230,5.490000,116.598927
0.717300,0.450460,5.505000,116.615362
0.737380,0.442530,5.470000,116.631865
0.757020,0.393290,5.495000,116.648207
0.755380,0.392935,5.495000,116.664657
0.665890,0.382720,5.475000,116.681147
0.667525,0.402605,5.490000,116.697531
0.667840,0.414130,5.480000,116.713967
0.683335,0.421545,5.470000,116.730406
0.696455,0.394720,5.485000,116.746775
0.697855,0.378525,5.490000,116.763296
0.495905,0.350970,5.470000,116.779705
0.338765,0.329430,5.465000,116.796041
0.341480,0.342000,5.495000,116.812529
0.269430,0.391150,5.455000,116.828895
0.252705,0.362305,5.455000,116.845364
0.250440,0.356340,5.435000,116.861684
0.313790,0.334100,5.430000,116.878353
0.305630,0.304990,5.400000,116.894771
0.307245,0.309990,5.415000,116.911073
0.309595,0.359575,5.395000,116.927562
0.293095,0.328385,5.410000,116.943844
0.296985,0.345060,5.405000,116.960418
