x,y,d,t
0.482455,0.376360,3.545000,269.907870
0.485705,0.397055,3.435000,269.924277
0.462615,0.349785,3.525000,269.940805
0.462615,0.349785,3.590000,269.957128
0.468700,0.357015,3.560000,269.973528
0.477870,0.385805,3.605000,269.990052
0.478335,0.392110,3.540000,270.006468
0.399615,0.472670,3.605000,270.022818
0.377735,0.365970,3.680000,270.039292
0.376290,0.355210,3.705000,270.055668
0.384150,0.381490,3.645000,270.072152
0.374855,0.388590,3.625000,270.088507
0.373635,0.382785,3.730000,270.104996
0.379795,0.400170,3.605000,270.121465
0.378325,0.369395,3.665000,270.137809
0.379705,0.379905,3.700000,270.154217
0.398345,0.359325,3.715000,270.170690
0.378835,0.427970,3.695000,270.187066
0.380065,0.433465,3.705000,270.203639
0.407580,0.405805,3.745000,270.220004
0.508150,0.583780,4.110000,270.236356
0.508065,0.575405,3.780000,270.252835
0.497180,0.526510,3.830000,270.269291
0.523950,0.424445,3.755000,270.285647
0.524355,0.418310,3.795000,270.302080
0.487770,0.511470,3.805000,270.318546
0.496105,0.481370,3.830000,270.334998
0.495335,0.471120,3.860000,270.351357
0.499195,0.478865,3.780000,270.367825
0.515090,0.489050,3.885000,270.384281
0.515100,0.499175,3.910000,270.400625
0.505905,0.473725,3.830000,270.417045
0.524485,0.458025,3.885000,270.433524
0.524600,0.445760,3.885000,270.450052
0.499675,0.466675,3.935000,270.466369
0.551350,0.446750,4.090000,270.482952
0.550980,0.456665,4.110000,270.499300
0.659205,0.483505,4.020000,270.515672
0.633840,0.479220,4.015000,270.532071
0.630185,0.505535,3.890000,270.548500
0.651910,0.570940,3.930000,270.564946
0.635035,0.535430,3.995000,270.581406
0.637745,0.517205,3.900000,270.597871
0.675365,0.535310,3.940000,270.614262
0.666860,0.442605,3.940000,270.630619
0.669725,0.424530,3.900000,270.647090
0.649315,0.500105,3.860000,270.663542
0.670745,0.428605,3.890000,270.680005
0.666200,0.455380,3.950000,270.696439
0.657365,0.458400,3.870000,270.712840
0.604465,0.554125,3.880000,270.729223
0.605285,0.552895,4.075000,270.745657
0.423145,0.481240,3.945000,270.762091
0.410800,0.496230,3.955000,270.778569
0.408900,0.484375,3.855000,270.794976
0.432715,0.505875,3.835000,270.811447
0.441715,0.560230,3.790000,270.827799
0.443265,0.573685,3.800000,270.844241
0.420730,0.491580,3.805000,270.860655
0.447830,0.540685,3.870000,270.877171
0.446350,0.526585,3.820000,270.893518
0.438010,0.491285,3.755000,270.910094
0.582705,0.496720,3.935000,270.926469
0.583625,0.484420,3.810000,270.942841
0.620680,0.521730,3.860000,270.959217
0.637480,0.422610,3.905000,270.975735
0.639005,0.410460,3.890000,270.992167
0.626575,0.482950,3.845000,271.008486
0.649205,0.444170,3.855000,271.025034
0.646180,0.465630,3.870000,271.041443
0.618805,0.461660,3.905000,271.057780
0.634865,0.500955,3.875000,271.074314
0.633275,0.512790,3.875000,271.090673
0.612550,0.516900,3.835000,271.107107
0.613405,0.528380,3.875000,271.123558
0.614455,0.518945,4.065000,271.139967
0.397915,0.549835,3.880000,271.156411
0.398655,0.513755,3.975000,271.172783
0.399925,0.523440,3.895000,271.189196
0.408325,0.486630,3.785000,271.205716
0.425685,0.527315,3.955000,271.222125
0.424475,0.515510,3.830000,271.238522
0.405280,0.473360,3.870000,271.254968
0.402615,0.456475,3.900000,271.271344
0.402615,0.456475,3.885000,271.287852
0.396255,0.543545,3.805000,271.304219
0.385670,0.631010,3.845000,271.320626
0.388060,0.641005,3.830000,271.337097
0.529070,0.550655,3.950000,271.353495
0.649260,0.543080,4.340000,271.369966
0.650480,0.532825,3.880000,271.386532
0.619835,0.470130,3.860000,271.402760
0.606355,0.528050,3.845000,271.419640
