x,y,d,t
0.160400,0.323490,4.300000,142.664626
0.158790,0.318000,4.270000,142.681189
0.162750,0.331265,4.320000,142.697588
0.153825,0.328780,4.310000,142.714021
0.147870,0.310940,4.310000,142.730371
0.155400,0.281380,4.315000,142.746771
0.157995,0.211130,4.340000,142.763211
0.158980,0.215555,4.325000,142.779732
0.154410,0.263975,4.315000,142.796087
0.303400,0.357460,4.260000,142.812587
0.303500,0.357925,4.295000,142.828921
0.484755,0.402815,4.195000,142.845374
0.492965,0.358335,4.235000,142.861838
0.492570,0.348775,4.300000,142.878293
0.511280,0.384500,4.240000,142.894719
0.512315,0.388245,4.400000,142.911177
0.512180,0.393265,4.290000,142.927520
0.498105,0.380580,4.285000,142.944028
0.507195,0.396445,4.315000,142.960413
0.507580,0.401400,4.275000,142.976906
0.410255,0.240035,4.245000,142.993286
0.380560,0.187225,4.370000,143.009711
0.382725,0.206915,4.295000,143.026156
0.392995,0.147410,4.325000,143.042692
0.369645,0.162950,4.410000,143.058954
0.369375,0.160910,4.380000,143.075371
0.362265,0.141810,4.385000,143.091891
0.383760,0.090000,4.395000,143.108269
0.382005,0.070405,4.450000,143.124647
0.346130,0.105230,4.380000,143.141065
0.362935,0.141120,4.400000,143.157521
0.361780,0.135025,4.460000,143.173962
0.355635,0.148675,4.440000,143.190394
0.365560,0.094850,4.435000,143.206877
0.365305,0.092840,4.420000,143.223214
0.364145,0.108840,4.420000,143.239752
0.363845,0.137515,4.415000,143.256145
0.365235,0.145700,4.430000,143.272554
0.360990,0.102470,4.350000,143.288951
0.347095,0.107570,4.380000,143.305426
0.346735,0.101640,4.390000,143.321846
0.423260,0.094205,4.355000,143.338305
0.418585,0.087025,4.370000,143.354710
0.417575,0.085925,4.325000,143.371125
0.490300,0.120705,4.305000,143.387583
0.535160,0.186600,4.340000,143.404006
0.535560,0.207400,4.270000,143.420402
0.543190,0.192155,4.215000,143.436783
0.549515,0.145755,4.345000,143.453252
0.549755,0.118430,4.290000,143.469659
0.541025,0.141420,4.280000,143.486081
0.552475,0.102115,4.310000,143.502505
0.552320,0.114075,4.305000,143.518999
0.545765,0.130580,4.320000,143.535396
0.556790,0.191600,4.245000,143.551870
0.556570,0.205700,4.245000,143.568228
0.521900,0.168545,4.250000,143.584631
0.568475,0.147270,4.260000,143.601123
0.568475,0.147270,4.315000,143.617552
0.671600,0.444410,4.515000,143.633974
0.698225,0.594365,4.485000,143.650431
0.700170,0.585215,4.410000,143.666819
0.703740,0.602355,4.395000,143.683226
0.704260,0.608995,4.440000,143.699659
0.707480,0.597525,4.410000,143.716055
0.705635,0.531075,4.375000,143.732558
0.713245,0.554125,4.370000,143.748906
0.710475,0.562580,4.405000,143.765402
0.720705,0.554975,4.385000,143.781876
0.667285,0.598720,4.445000,143.798249
0.666905,0.607385,4.410000,143.814657
0.713460,0.566135,4.440000,143.831151
0.702170,0.584590,4.505000,143.847499
0.705765,0.567765,4.425000,143.864012
0.711975,0.541205,4.440000,143.880428
0.696660,0.572720,4.500000,143.896801
0.695335,0.577265,4.450000,143.913250
0.688205,0.580930,4.475000,143.929635
0.672345,0.570520,4.460000,143.946026
0.672285,0.570865,4.445000,143.962549
0.716630,0.580700,4.490000,143.978987
0.706815,0.539985,4.485000,143.995488
0.705220,0.547635,4.480000,144.011771
0.417365,0.573640,4.415000,144.028205
0.363875,0.606230,4.470000,144.044748
0.363875,0.606230,4.395000,144.061167
0.379660,0.584355,4.330000,144.077500
0.393000,0.611130,4.375000,144.093955
0.391635,0.604015,4.355000,144.110387
0.386450,0.587470,4.330000,144.126771
0.384230,0.559340,4.340000,144.143274
0.385495,0.563655,4.330000,144.159621
0.358050,0.590545,4.305000,144.176151
0.347750,0.595405,4.305000,144.192471
0.347930,0.598320,4.310000,144.208992
0.378725,0.600665,4.325000,144.225395
0.373775,0.636340,4.355000,144.241937
0.377815,0.656115,4.320000,144.258190
0.393495,0.662740,4.245000,144.274653
0.394625,0.632165,4.235000,144.291072
0.392915,0.623335,4.265000,144.307520
0.370785,0.633720,4.295000,144.323923
0.361520,0.632425,4.260000,144.340475
0.357080,0.612635,4.225000,144.356844
0.149960,0.662330,4.375000,144.373230
0.170350,0.661000,4.410000,144.389657
0.174390,0.668705,4.430000,144.406095
0.177825,0.687200,4.320000,144.422531
0.184305,0.697595,4.375000,144.438999
0.188530,0.705520,4.375000,144.455327
0.194010,0.681390,4.345000,144.471979
0.165695,0.695340,4.400000,144.488301
0.159145,0.684585,4.375000,144.504771
0.134310,0.684115,4.350000,144.521127
0.148590,0.659820,4.320000,144.537601
0.154630,0.670110,4.320000,144.553924
0.165565,0.700500,4.340000,144.570460
0.170080,0.734805,4.325000,144.586826
0.174445,0.742215,4.340000,144.603304
0.189885,0.702845,4.390000,144.619794
0.179340,0.703200,4.360000,144.636081
0.173915,0.692450,4.325000,144.652539
0.163965,0.383205,4.370000,144.668905
0.141195,0.428615,4.300000,144.685423
0.138665,0.423330,4.375000,144.701941
0.173485,0.394240,4.380000,144.718200
0.204510,0.408580,4.385000,144.734660
0.209915,0.425505,4.345000,144.751230
0.149940,0.441800,4.315000,144.767571
0.155170,0.451790,4.300000,144.783976
0.153630,0.447245,4.315000,144.800353
0.170760,0.477210,4.340000,144.816845
0.176045,0.450405,4.320000,144.833276
0.175910,0.450055,4.355000,144.849661
0.411350,0.547435,4.290000,144.866124
0.648780,0.630915,4.350000,144.882586
0.648780,0.630915,4.315000,144.898924
0.756155,0.639145,4.360000,144.915300
0.766145,0.669285,4.345000,144.931819
0.771150,0.654650,4.385000,144.948177
0.780845,0.633020,4.305000,144.964693
0.774065,0.603095,4.340000,144.981130
0.776740,0.594680,4.350000,144.997534
0.807900,0.584455,4.330000,145.013930
0.820585,0.568990,4.370000,145.030423
0.817420,0.577690,4.375000,145.046852
0.773040,0.584475,4.345000,145.063199
0.768035,0.577185,4.405000,145.079661
0.768035,0.577185,4.395000,145.096111
0.722585,0.568830,4.380000,145.112471
0.689200,0.553145,4.385000,145.128930
0.689200,0.553145,4.345000,145.145327
0.679820,0.559530,4.345000,145.161820
0.697775,0.598385,4.415000,145.178250
0.693100,0.618130,4.365000,145.194684
0.683975,0.631670,4.345000,145.211116
