x,y,d,t
0.230735,0.320785,5.810000,184.804127
0.213935,0.332030,5.820000,184.820620
0.208795,0.317165,5.820000,184.837010
0.217760,0.290260,5.780000,184.853491
0.213420,0.278790,5.760000,184.869900
0.210910,0.274525,5.745000,184.886329
0.219235,0.271090,5.715000,184.902658
0.219590,0.259405,5.770000,184.919161
0.229505,0.284295,5.780000,184.935556
0.242290,0.390455,5.710000,184.952022
0.238355,0.321785,5.740000,184.968485
0.243435,0.337485,5.740000,184.984885
0.277515,0.380045,5.675000,185.001262
0.268195,0.328670,5.645000,185.017743
0.268140,0.328495,5.655000,185.034196
0.243795,0.345825,5.630000,185.050596
0.261195,0.336695,5.665000,185.066963
0.261195,0.336695,5.645000,185.083482
0.260230,0.362125,5.645000,185.099897
0.281675,0.341995,5.670000,185.116282
0.284100,0.346655,5.675000,185.132662
0.276590,0.342715,5.660000,185.149190
0.262755,0.326795,5.640000,185.165502
0.256460,0.308220,5.695000,185.181966
0.211085,0.332970,5.710000,185.198464
0.243940,0.334030,5.735000,185.214768
0.241610,0.329680,5.740000,185.231267
0.216155,0.324600,5.745000,185.247667
0.208730,0.369135,5.785000,185.264121
0.207930,0.367270,5.780000,185.280572
0.229860,0.325530,5.810000,185.296973
0.210775,0.343345,5.875000,185.313416
0.214315,0.351995,5.860000,185.329793
0.254550,0.359610,5.865000,185.346314
0.255595,0.394070,5.880000,185.362709
0.255595,0.394070,5.885000,185.379156
0.218100,0.376235,5.930000,185.395586
0.226660,0.324540,6.010000,185.411966
0.223250,0.315600,6.015000,185.428412
0.228350,0.336915,5.975000,185.444863
0.220980,0.347905,6.020000,185.461235
0.227730,0.363080,6.005000,185.477694
0.244365,0.374365,6.075000,185.494139
0.255425,0.358800,6.070000,185.510561
0.253065,0.354525,6.085000,185.526963
0.243135,0.369795,6.135000,185.543396
0.229110,0.378015,6.145000,185.559814
0.231715,0.382390,6.165000,185.576276
0.220100,0.402065,6.185000,185.592707
0.251605,0.390365,6.255000,185.609176
0.244475,0.371655,6.195000,185.625578
0.245470,0.316580,6.265000,185.641972
0.228390,0.313130,6.260000,185.658345
0.228390,0.313130,6.270000,185.674864
0.232810,0.328215,6.265000,185.691253
0.230535,0.381975,6.320000,185.708194
0.237125,0.395685,6.355000,185.724135
0.226165,0.334800,6.315000,185.740557
0.234650,0.373535,6.345000,185.756994
0.232490,0.372715,6.355000,185.773420
0.219010,0.377115,6.410000,185.789860
0.249350,0.347395,6.445000,185.806291
0.255660,0.362580,6.460000,185.822713
0.240230,0.354495,6.450000,185.839160
0.279470,0.339220,6.515000,185.855492
0.270515,0.314220,6.530000,185.871966
0.222140,0.342175,6.470000,185.888448
0.236780,0.338300,6.570000,185.904878
0.239285,0.342635,6.575000,185.921271
0.230975,0.348835,6.535000,185.937722
0.228735,0.373490,6.550000,185.954152
0.232965,0.383995,6.570000,185.970602
0.248875,0.348080,6.590000,185.986965
0.427650,0.575500,6.600000,186.003441
0.427650,0.575500,6.615000,186.019846
0.553720,0.717175,6.550000,186.036295
0.576065,0.768515,6.610000,186.052702
0.575150,0.770555,6.575000,186.069200
0.584010,0.831185,6.530000,186.085571
0.565155,0.812380,6.590000,186.101978
0.566110,0.810275,6.590000,186.118465
0.568535,0.802330,6.600000,186.134863
0.558085,0.736465,6.615000,186.151261
0.558250,0.726715,6.585000,186.167639
0.551980,0.744605,6.580000,186.184051
0.572120,0.763205,6.600000,186.200531
0.572120,0.763205,6.580000,186.216968
0.570775,0.737470,6.575000,186.233448
0.566195,0.803005,6.615000,186.249899
0.565190,0.804945,6.590000,186.266232
0.556060,0.755795,6.550000,186.282645
0.558585,0.736430,6.590000,186.299109
0.559480,0.738885,6.530000,186.315543
0.571675,0.733100,6.480000,186.331963
0.490925,0.685985,6.560000,186.348413
0.489600,0.683325,6.550000,186.364806
0.266860,0.328980,6.520000,186.381262
0.265095,0.316175,6.450000,186.397752
0.267465,0.320655,6.485000,186.414166
0.269480,0.311900,6.375000,186.430515
0.279360,0.324345,6.375000,186.446937
0.276550,0.315500,6.405000,186.463469
0.269650,0.299515,6.295000,186.479835
0.260665,0.312545,6.280000,186.496285
0.261260,0.317010,6.325000,186.512692
0.261150,0.315170,6.280000,186.529061
0.235260,0.337430,6.235000,186.545496
0.237765,0.341785,6.255000,186.561937
0.225450,0.369155,6.155000,186.578410
0.225940,0.289560,6.145000,186.594813
0.218465,0.269220,6.115000,186.611258
0.201665,0.296915,6.130000,186.627663
0.204460,0.273600,6.125000,186.644167
0.207920,0.282600,6.075000,186.660520
0.209400,0.327785,6.070000,186.676943
0.208020,0.326575,6.070000,186.693438
0.208965,0.331220,6.090000,186.709773
0.231790,0.320125,6.050000,186.726243
0.193055,0.309760,6.045000,186.742684
0.188550,0.298895,6.070000,186.759170
