x,y,d,t
0.259125,0.264170,4.640000,138.747893
0.267540,0.214270,4.600000,138.764310
0.272130,0.184935,4.660000,138.780771
0.273840,0.195010,4.630000,138.797141
0.274050,0.214885,4.670000,138.813596
0.291980,0.288690,4.680000,138.830011
0.299990,0.316585,4.665000,138.846427
0.297235,0.303950,4.640000,138.862898
0.284705,0.277405,4.665000,138.879496
0.281925,0.267365,4.640000,138.895765
0.282590,0.307230,4.700000,138.912216
0.273390,0.312695,4.685000,138.928649
0.270010,0.301310,4.680000,138.945046
0.267100,0.281875,4.620000,138.961525
0.275065,0.273210,4.700000,138.977850
0.276055,0.278405,4.760000,138.994368
0.201985,0.309695,4.785000,139.010774
0.240645,0.315690,4.845000,139.027224
0.246480,0.331740,4.890000,139.043617
0.243110,0.314775,4.915000,139.060106
0.229535,0.307720,4.920000,139.076467
0.222975,0.288125,4.945000,139.092849
0.237735,0.282490,4.960000,139.109233
0.233085,0.284880,5.025000,139.125756
0.233085,0.284880,5.010000,139.142146
0.227275,0.287460,4.970000,139.158543
0.244270,0.518970,5.050000,139.175041
0.244270,0.518970,5.085000,139.191496
0.255230,1.044490,5.245000,139.207855
0.266785,1.383850,5.485000,139.224336
0.270665,1.383450,5.495000,139.240855
0.292225,1.786430,5.210000,139.257220
0.283845,1.829745,5.235000,139.273577
0.288640,1.822890,5.320000,139.290026
0.259565,1.841430,5.295000,139.306433
0.261025,1.769365,5.330000,139.322955
0.260040,1.770295,5.230000,139.339379
0.280325,1.793750,5.290000,139.355721
0.301865,1.753980,5.400000,139.372220
0.302130,1.754060,5.370000,139.388598
0.329340,1.863445,5.295000,139.405045
0.324595,1.863575,5.260000,139.421494
0.320790,1.869825,5.385000,139.437892
0.298595,1.846890,5.315000,139.454268
0.325220,1.825950,5.320000,139.470682
0.330175,1.816980,5.330000,139.487247
0.315780,1.845405,5.330000,139.503599
0.341720,1.811425,5.380000,139.520046
0.341720,1.811425,5.375000,139.536475
0.338185,1.792535,5.365000,139.552826
0.338395,1.600475,5.470000,139.569367
0.335120,1.604175,5.290000,139.585751
0.397790,1.042250,5.365000,139.602198
0.408230,0.875095,5.495000,139.618605
0.404910,0.866220,5.430000,139.635016
0.405165,0.736000,5.475000,139.651462
0.437740,0.717590,5.550000,139.667825
0.439335,0.726445,5.430000,139.684366
0.399540,0.752945,5.410000,139.700820
0.409660,0.775475,5.420000,139.717256
0.409055,0.771725,5.420000,139.733689
0.417120,0.745180,5.380000,139.750045
0.384730,0.711445,5.375000,139.766405
0.379505,0.696200,5.445000,139.782859
0.334760,0.839405,5.370000,139.799268
0.366700,0.767515,5.410000,139.815699
