x,y,d,t
0.164360,0.365460,3.595000,126.203625
0.164685,0.391115,3.410000,126.220161
0.166320,0.395885,3.630000,126.236496
0.175735,0.437075,3.465000,126.252996
0.188380,0.400505,3.600000,126.269722
0.188440,0.400650,3.585000,126.285907
0.262800,0.421905,3.260000,126.302284
0.258985,0.435740,3.310000,126.318641
0.260590,0.439695,3.315000,126.335168
0.251805,0.434230,3.300000,126.351539
0.276050,0.427215,3.410000,126.367946
0.276010,0.427065,3.525000,126.384356
0.253325,0.426845,3.530000,126.400857
0.267030,0.405935,3.380000,126.417200
0.264370,0.397470,3.405000,126.433760
0.270230,0.431545,3.290000,126.450137
0.322215,0.405625,3.320000,126.466651
0.323990,0.412660,3.475000,126.482858
0.364225,0.363505,3.165000,126.499295
0.397520,0.393450,3.190000,126.515753
0.397520,0.393450,3.270000,126.532151
0.394980,0.409555,3.240000,126.548703
0.386525,0.350930,3.295000,126.565084
0.386525,0.350930,3.245000,126.581628
0.372240,0.367095,3.225000,126.597943
0.399150,0.472645,3.270000,126.614322
0.400190,0.480120,3.235000,126.630890
0.395205,0.364110,3.410000,126.647165
0.372525,0.426190,3.390000,126.663684
0.375170,0.438405,3.275000,126.680051
0.388995,0.427230,3.365000,126.696594
0.375085,0.449975,3.255000,126.712829
0.373020,0.438135,3.335000,126.729475
0.355545,0.417390,3.330000,126.745831
0.393955,0.371420,3.270000,126.762160
0.391250,0.355085,3.460000,126.778624
0.379655,0.344295,3.300000,126.795005
0.376910,0.394405,3.370000,126.811646
0.378510,0.402860,3.235000,126.827979
0.407670,0.498000,3.205000,126.844284
0.408240,0.546440,3.180000,126.860701
0.409200,0.553590,3.240000,126.877207
0.434170,0.524665,3.160000,126.893811
0.428800,0.557200,3.200000,126.910070
0.429250,0.556480,3.165000,126.926376
0.424350,0.533410,3.235000,126.943176
0.429030,0.512600,3.195000,126.959491
0.425775,0.491395,3.230000,126.975845
0.396830,0.310495,3.320000,126.992211
0.390310,0.346630,3.260000,127.008613
0.392970,0.362740,3.395000,127.025038
0.408790,0.394585,3.445000,127.041506
0.425015,0.393765,3.435000,127.057843
0.427190,0.409860,3.475000,127.074496
0.434780,0.393360,3.320000,127.090819
0.425045,0.410915,3.420000,127.107362
0.423660,0.402940,3.380000,127.123815
0.590660,0.503880,3.460000,127.140118
0.603860,0.533690,3.450000,127.156432
0.603840,0.533930,3.340000,127.173104
0.586650,0.540965,3.295000,127.189328
0.616530,0.543880,3.295000,127.205683
0.616375,0.547745,3.290000,127.222217
0.564890,0.552625,3.305000,127.238602
