x,y,d,t
0.532990,0.636770,3.485000,266.392281
0.532975,0.637325,3.390000,266.408701
0.447445,0.651035,3.470000,266.425091
0.473670,0.638505,3.495000,266.441528
0.473215,0.634060,3.410000,266.457974
0.439715,0.615665,3.365000,266.474403
0.435840,0.620050,3.380000,266.490845
0.434695,0.600000,3.275000,266.507200
0.440715,0.561490,3.310000,266.523696
0.429775,0.586375,3.365000,266.540106
0.426915,0.565565,3.300000,266.556403
0.468900,0.556570,3.150000,266.572902
0.547270,0.430125,3.230000,266.589295
0.545685,0.470380,3.190000,266.605790
0.564515,0.515260,3.195000,266.622129
0.551310,0.588210,3.190000,266.638647
0.550615,0.610840,3.290000,266.655042
0.564365,0.592085,3.105000,266.671451
0.546185,0.571755,3.165000,266.687922
0.546765,0.555425,3.220000,266.704327
0.549660,0.433800,3.095000,266.720748
0.556720,0.468020,3.155000,266.737138
0.557245,0.455940,3.220000,266.753603
0.550010,0.474635,3.165000,266.770040
0.536815,0.655540,3.400000,266.786477
0.537080,0.646320,3.245000,266.802941
0.567105,0.574695,3.335000,266.819312
0.548060,0.627765,3.560000,266.835811
0.547970,0.636420,2.765000,266.852218
0.545340,0.689340,3.905000,267.098608
0.490580,0.724375,3.905000,267.115157
0.512485,0.684880,3.895000,267.131423
0.512445,0.677125,4.005000,267.147921
0.504840,0.666900,3.975000,267.164347
0.541260,0.687715,4.030000,267.180745
0.541000,0.695310,4.030000,267.197133
0.513650,0.722745,4.075000,267.213579
0.514355,0.692705,4.085000,267.230045
0.514650,0.679465,4.105000,267.246474
0.505745,0.704380,4.065000,267.262908
0.517695,0.570750,4.115000,267.279245
0.517220,0.558525,4.165000,267.295700
0.545210,0.696955,4.155000,267.312134
0.547950,0.701000,4.145000,267.328550
0.547235,0.716445,4.145000,267.344970
0.554755,0.759685,4.120000,267.361459
0.533825,0.744380,4.200000,267.377842
0.533825,0.744380,4.175000,267.394382
0.528530,0.731890,4.205000,267.410749
0.539335,0.732370,4.245000,267.427192
0.539350,0.736160,4.180000,267.443667
0.538680,0.729840,4.175000,267.460038
0.534425,0.720125,4.225000,267.476504
0.534340,0.708220,4.210000,267.493027
0.556450,0.705910,4.180000,267.509301
0.536210,0.726050,4.245000,267.525723
0.536250,0.729415,4.230000,267.542247
0.534735,0.786305,4.205000,267.558650
0.547640,0.712460,4.265000,267.575048
0.547210,0.721700,4.205000,267.591521
0.523425,0.780140,4.225000,267.607872
0.533820,0.869525,4.235000,267.624405
0.534270,0.857165,4.695000,267.640756
0.321670,1.610365,4.765000,267.657091
0.301380,1.853895,5.130000,267.673679
0.302455,1.851900,4.610000,267.690109
0.306065,1.789220,4.370000,267.706507
0.294110,1.827740,4.350000,267.722942
0.301965,1.811440,4.415000,267.739342
0.308865,1.777915,4.315000,267.755803
0.321325,1.805515,4.375000,267.772198
0.321325,1.805515,4.390000,267.788650
0.322260,1.762090,4.305000,267.805080
0.317095,1.767300,4.345000,267.821581
0.311975,1.777620,4.350000,267.837831
0.280555,1.869185,4.440000,267.854438
0.293120,1.812195,4.355000,267.870732
0.293120,1.812195,4.300000,267.887179
0.277225,1.901040,4.305000,267.903551
0.296520,1.910285,4.345000,267.919984
0.302035,1.896600,4.285000,267.936423
0.296040,1.798295,4.295000,267.952930
0.288195,1.807260,4.330000,267.969262
0.284395,1.814340,4.360000,267.985807
0.289970,1.849485,4.245000,268.002103
0.272005,1.852170,4.325000,268.018605
0.270675,1.854785,4.285000,268.035108
0.278700,1.866815,4.235000,268.051371
0.284685,1.883510,4.295000,268.067946
0.283975,1.885090,4.345000,268.084377
0.283590,1.829920,4.265000,268.100787
0.275185,1.880390,4.270000,268.117221
0.275185,1.880390,4.295000,268.133548
0.276035,1.854370,4.295000,268.150041
0.292230,1.877805,4.330000,268.166459
0.297870,1.864920,4.290000,268.182847
0.273850,1.859035,4.320000,268.199231
0.273630,1.852615,4.310000,268.215747
0.273630,1.852615,4.330000,268.232090
0.309000,1.746260,4.295000,268.248604
0.409355,1.229730,4.955000,268.264997
0.408130,1.228060,4.970000,268.281509
0.525830,0.508805,4.305000,268.297791
0.539945,0.470840,4.290000,268.314241
0.539945,0.470840,4.340000,268.330677
0.547655,0.496825,4.265000,268.347164
0.565430,0.496275,4.320000,268.363568
0.564880,0.506365,4.305000,268.379993
0.545700,0.480845,4.290000,268.396416
0.536435,0.471645,4.350000,268.412878
0.536650,0.461150,4.345000,268.429358
0.539690,0.456565,4.300000,268.445722
0.533380,0.440260,4.370000,268.462166
0.533565,0.429755,4.385000,268.478565
0.543105,0.431740,4.290000,268.494998
0.547215,0.491275,4.290000,268.511375
0.547215,0.491275,4.270000,268.527918
0.540840,0.513320,4.180000,268.544302
0.516885,0.472225,4.170000,268.560671
0.517200,0.467320,4.115000,268.577198
0.564010,0.344560,4.080000,268.593668
0.555355,0.431590,4.015000,268.609997
0.555330,0.432280,4.000000,268.626413
0.561875,0.611370,3.970000,268.642874
0.550425,0.616445,4.010000,268.659188
0.549885,0.620595,4.035000,268.675709
0.540005,0.630275,3.955000,268.692195
0.553865,0.580195,4.030000,268.708610
0.553465,0.588395,3.985000,268.725005
0.544775,0.601585,4.020000,268.741403
0.538660,0.595660,4.075000,268.757936
0.538660,0.595660,4.055000,268.774321
0.566660,0.611375,4.035000,268.790773
0.578895,0.610715,4.060000,268.807161
0.580885,0.593680,4.110000,268.823622
0.550020,0.559480,4.050000,268.839996
0.521550,0.563325,4.130000,268.856387
0.520905,0.563175,4.135000,268.872821
