x,y,d,t
0.545850,0.793165,4.585000,120.650898
0.523095,0.831705,4.440000,120.667301
0.555460,0.812785,4.435000,120.683833
0.556195,0.803125,4.395000,120.700240
0.584730,0.834900,4.315000,120.716617
0.553490,0.758095,4.370000,120.732985
0.553160,0.754860,4.350000,120.749471
0.569845,0.797585,4.315000,120.765835
0.542415,0.800965,4.295000,120.782219
0.542675,0.815655,4.240000,120.798746
0.559155,0.835405,4.270000,120.815129
0.547515,0.861090,4.295000,120.831537
0.547165,0.852705,4.285000,120.847897
0.569965,0.789075,4.245000,120.864464
0.573875,0.793835,4.295000,120.880734
0.574210,0.788880,4.245000,120.897324
0.554225,0.801115,4.215000,120.913611
0.549965,0.794830,4.225000,120.930145
0.550385,0.791565,4.230000,120.946494
0.565445,0.755960,4.210000,120.962936
0.569565,0.745180,4.215000,120.979317
0.569930,0.738360,4.210000,120.996023
0.536300,0.748150,4.195000,121.012188
0.566750,0.720360,4.225000,121.028628
0.566145,0.732610,4.230000,121.045168
0.600975,0.372280,4.235000,121.061476
0.640310,0.430210,4.245000,121.077963
0.637050,0.454965,4.260000,121.094399
0.602610,0.404480,4.260000,121.110765
0.604160,0.453200,4.325000,121.127270
0.604880,0.449645,4.320000,121.143601
0.594460,0.465440,4.360000,121.160011
0.598340,0.363025,4.400000,121.176587
0.598765,0.347270,4.400000,121.192966
0.603645,0.351440,4.405000,121.209354
0.604810,0.413740,4.485000,121.225931
0.603365,0.429815,4.475000,121.242237
0.597815,0.418325,4.490000,121.258669
0.581995,0.445340,4.555000,121.275086
0.582835,0.439170,4.595000,121.291484
0.606305,0.366940,4.590000,121.307908
0.627910,0.406365,4.605000,121.324286
0.627100,0.410620,4.680000,121.340669
0.631965,0.431780,4.675000,121.357173
0.625730,0.438060,4.705000,121.373679
0.624770,0.458170,4.790000,121.390109
0.574990,0.223605,4.735000,121.406424
0.591975,0.216110,4.785000,121.422915
0.592220,0.196735,4.815000,121.439283
0.585345,0.166775,4.860000,121.455766
0.578595,0.207155,4.845000,121.472184
0.578490,0.210010,4.865000,121.488673
0.595390,0.200610,4.795000,121.505036
0.589140,0.234270,4.855000,121.521509
0.589140,0.234270,4.900000,121.538027
0.603485,0.170560,4.860000,121.554418
0.569395,0.179255,4.880000,121.570812
0.569070,0.191220,4.920000,121.587257
0.583425,0.223865,4.845000,121.603669
0.575225,0.185520,4.880000,121.620096
0.575620,0.173505,4.915000,121.636590
0.597265,0.159030,4.885000,121.652882
0.538670,0.185320,4.960000,121.669315
0.538670,0.185320,4.975000,121.685901
