x,y,d,t
0.400450,0.291175,3.310000,136.970290
0.411270,0.293315,3.270000,136.986783
0.389115,0.261145,3.300000,137.003257
0.390400,0.267840,3.320000,137.019743
0.395580,0.365570,3.320000,137.036005
0.382815,0.345990,3.320000,137.052466
0.385395,0.358690,3.350000,137.068908
0.400465,0.341565,3.260000,137.085358
0.399250,0.339930,3.285000,137.101830
0.400400,0.345375,3.295000,137.118257
0.396300,0.340995,3.315000,137.134682
0.404080,0.366295,3.335000,137.151158
0.401160,0.351985,3.350000,137.167481
0.324890,0.204830,3.340000,137.184032
0.286295,0.047595,3.400000,137.200387
0.276725,0.003300,3.705000,137.216835
0.247515,-0.063870,3.825000,137.233194
0.270820,-0.027070,3.760000,137.249613
0.272635,-0.019100,3.695000,137.266128
0.250725,-0.052185,3.715000,137.282537
0.259635,-0.008335,3.665000,137.298959
0.271405,0.043840,3.675000,137.315418
0.281280,0.056860,3.740000,137.331765
0.304425,0.090900,3.740000,137.348254
0.313960,0.135525,3.770000,137.364656
0.314695,0.144060,3.770000,137.381110
0.314440,0.174360,3.740000,137.397482
0.304545,0.129470,3.590000,137.413988
0.512005,0.076125,3.590000,137.430362
0.501035,0.010215,3.450000,137.446793
0.497075,-0.042100,3.805000,137.463215
0.492165,-0.046435,3.760000,137.479634
0.485665,-0.067305,3.645000,137.496116
0.490465,-0.011770,3.715000,137.512530
0.515485,0.059415,3.765000,137.528928
0.523170,0.112980,3.690000,137.545551
0.525290,0.143705,3.775000,137.561753
0.510575,0.139090,3.715000,137.578235
0.534675,0.123910,3.645000,137.594662
0.532245,0.085835,3.490000,137.611005
0.471110,0.413115,3.370000,137.627458
0.511200,0.494660,3.435000,137.643878
0.509670,0.480505,3.105000,137.660329
0.505090,0.421355,3.085000,137.676733
0.496800,0.513445,3.110000,137.693282
0.496800,0.513445,2.965000,137.709662
0.483610,0.480630,3.315000,137.726091
0.487040,0.478500,3.255000,137.742501
0.487660,0.484265,3.075000,137.758960
0.501605,0.434375,3.200000,137.775330
0.504380,0.490790,3.250000,137.791735
0.505635,0.501825,3.200000,137.808256
0.478740,0.458210,3.125000,137.824645
0.482690,0.546020,3.155000,137.841014
0.483950,0.554790,3.145000,137.857440
0.486055,0.558230,3.260000,137.873949
0.508915,0.584765,3.330000,137.890310
0.506350,0.562620,3.005000,137.906789
0.542620,0.465475,3.115000,137.923151
0.601565,0.450415,3.230000,137.939691
0.600805,0.430365,3.175000,137.956040
0.586395,0.385645,3.145000,137.972506
0.643145,0.486165,3.170000,137.988959
0.642070,0.524975,3.180000,138.005484
0.635495,0.538265,3.165000,138.021833
0.640325,0.600590,3.170000,138.038342
0.640095,0.609125,3.110000,138.054634
0.656515,0.552885,3.215000,138.071067
0.627080,0.594140,3.195000,138.087564
0.627080,0.594140,3.235000,138.104046
0.718880,0.572225,3.250000,138.120420
0.691460,0.678635,3.270000,138.136808
0.691935,0.674695,3.280000,138.153237
0.684295,0.517760,3.165000,138.169604
0.694650,0.552575,3.140000,138.186055
0.695375,0.543570,3.130000,138.202442
0.703855,0.479995,3.155000,138.218853
0.690350,0.510305,3.155000,138.235329
0.690000,0.515225,3.135000,138.251733
0.707770,0.525280,3.165000,138.268168
0.709170,0.528085,3.160000,138.284611
0.708300,0.537460,3.135000,138.301046
0.694835,0.518495,3.170000,138.317456
0.681550,0.531810,3.285000,138.334020
0.680705,0.545145,3.165000,138.350346
0.703215,0.567620,3.270000,138.366792
0.706250,0.682365,3.265000,138.383212
0.706445,0.681335,3.200000,138.399604
0.524495,0.675965,3.325000,138.415977
0.354110,0.594610,3.240000,138.432509
0.345225,0.565055,3.275000,138.448907
0.379180,0.580610,3.155000,138.465330
0.328105,0.487400,3.165000,138.481770
0.327625,0.486770,3.290000,138.498199
0.344010,0.507640,3.225000,138.514643
0.356245,0.655635,3.365000,138.531022
0.360630,0.668845,3.350000,138.547435
0.378695,0.608405,3.290000,138.563895
0.364700,0.617470,3.275000,138.580356
0.364700,0.617470,3.360000,138.596754
0.343860,0.571735,3.255000,138.613142
0.350145,0.568365,3.135000,138.629657
0.352750,0.577090,3.405000,138.646118
0.364495,0.615365,3.190000,138.662470
0.353035,0.596860,3.230000,138.678881
0.349020,0.583660,3.335000,138.695387
0.367935,0.592420,3.255000,138.711783
