x,y,d,t
0.437880,0.389005,2.385000,122.803344
0.438175,0.393195,2.395000,122.819769
0.467875,0.428995,2.370000,122.836113
0.431895,0.483625,2.135000,122.852557
0.432275,0.487185,2.255000,122.869039
0.495370,0.488545,2.275000,122.885381
0.450760,0.425035,2.120000,122.901858
0.449450,0.407735,2.360000,122.918277
0.493905,0.527380,2.280000,122.934745
0.490025,0.480490,2.160000,122.951172
0.489985,0.486975,2.320000,122.967643
0.442175,0.477050,2.320000,122.984015
0.450240,0.412350,2.185000,123.000445
0.451300,0.430280,2.315000,123.016874
0.624515,0.562680,2.350000,123.033226
0.625170,0.572720,2.490000,123.049775
0.627740,0.559340,2.440000,123.066286
0.606905,0.406835,2.390000,123.082615
0.601190,0.377165,2.450000,123.099003
0.601190,0.377165,2.390000,123.115424
0.627630,0.374535,2.395000,123.131836
0.579960,0.425570,2.375000,123.148326
0.579960,0.425570,2.400000,123.164759
0.623075,0.420945,2.400000,123.181159
0.616280,0.389910,2.475000,123.197583
0.616770,0.384690,2.400000,123.213927
0.641090,0.576330,2.400000,123.230411
0.616670,0.566450,2.420000,123.246914
0.616670,0.566450,2.415000,123.263284
0.635570,0.485350,2.430000,123.279656
0.629060,0.534570,2.485000,123.296113
0.629060,0.534570,2.450000,123.312513
0.608005,0.556405,2.400000,123.329006
0.571180,0.507695,2.435000,123.345372
0.572000,0.503150,2.675000,123.361807
0.557065,0.692730,2.745000,123.378236
0.542400,0.694500,2.740000,123.394733
0.542070,0.697645,2.870000,123.411201
0.546325,0.703040,2.820000,123.427577
0.564830,0.659670,2.925000,123.443991
0.565495,0.653800,2.975000,123.460471
0.331705,0.616220,3.055000,123.476922
0.345950,0.740380,3.040000,123.493309
0.346910,0.742550,3.050000,123.509760
0.328115,0.668155,3.095000,123.526129
0.381490,0.684850,3.195000,123.542614
0.382150,0.687500,3.050000,123.559010
0.349760,0.662195,3.110000,123.575430
0.329525,0.645395,3.245000,123.591826
0.330605,0.648695,3.185000,123.608359
0.390550,0.704585,3.200000,123.624790
0.384560,0.739525,3.290000,123.641189
0.385005,0.741915,3.185000,123.657562
0.347845,0.672215,3.220000,123.674013
0.369630,0.702745,3.260000,123.690423
0.366480,0.692100,3.245000,123.706831
0.345150,0.664160,3.250000,123.723249
0.316615,0.669630,3.330000,123.739708
0.319820,0.677870,3.335000,123.756202
0.352370,0.645255,3.290000,123.772593
0.362735,0.675710,3.330000,123.789037
0.365250,0.684870,3.335000,123.805405
0.348125,0.726120,3.315000,123.821910
0.335960,0.704500,3.335000,123.838256
0.331950,0.693525,3.345000,123.854702
0.334885,0.674510,3.265000,123.871338
0.379835,0.703415,3.390000,123.887578
0.378410,0.698000,3.425000,123.904001
0.346055,0.672375,3.390000,123.920400
0.396500,0.683585,3.420000,123.936912
0.397005,0.685895,3.335000,123.953322
0.364000,0.766245,3.400000,123.969729
0.363820,0.781260,3.410000,123.986111
0.364525,0.783810,3.395000,124.002624
0.383025,0.830725,3.395000,124.018981
0.404005,0.821755,3.410000,124.035405
0.404060,0.821965,3.425000,124.051933
0.433980,0.714795,3.420000,124.068346
0.513375,0.614845,3.315000,124.084755
0.513230,0.624535,3.295000,124.101147
0.538425,0.544235,3.265000,124.117596
0.536660,0.571440,3.380000,124.134017
0.536900,0.567660,3.350000,124.150426
0.553400,0.522900,3.280000,124.166892
0.565025,0.512670,3.360000,124.183311
0.566400,0.496995,3.355000,124.199742
0.525155,0.501495,3.345000,124.216140
0.557115,0.510325,3.345000,124.232556
0.556540,0.518150,3.395000,124.248965
0.558035,0.503930,3.340000,124.265379
0.533690,0.543510,3.365000,124.281864
0.533975,0.537510,3.395000,124.298296
0.626530,0.449840,3.245000,124.314732
0.612245,0.485240,3.260000,124.331112
0.613015,0.481330,3.360000,124.347518
0.616925,0.496235,3.245000,124.363985
0.603810,0.451720,3.305000,124.380411
0.603500,0.454100,3.300000,124.396863
0.657185,0.442695,3.275000,124.413289
0.646605,0.437660,3.340000,124.429711
0.646605,0.437660,3.320000,124.446140
0.662330,0.464885,3.320000,124.462505
0.663375,0.425180,3.305000,124.478961
0.663375,0.425180,3.305000,124.495401
0.644855,0.514325,3.305000,124.511862
0.642680,0.541950,3.340000,124.528251
0.642680,0.541950,3.335000,124.544756
0.650795,0.458365,3.330000,124.561153
0.660805,0.446135,3.350000,124.577677
0.660805,0.446135,3.360000,124.593986
0.651345,0.388425,3.315000,124.610404
0.664925,0.441435,3.350000,124.626854
0.664925,0.441435,3.315000,124.643306
0.642110,0.396445,3.315000,124.659712
0.647970,0.442250,3.345000,124.676172
0.646345,0.451045,3.330000,124.692538
0.624345,0.428540,3.275000,124.709005
0.625255,0.433405,3.330000,124.725407
0.623835,0.442580,3.315000,124.741803
0.612980,0.564050,3.280000,124.758310
0.616270,0.501740,3.355000,124.774663
0.615115,0.509080,3.385000,124.791172
0.614395,0.581030,3.260000,124.807562
0.622330,0.534520,3.285000,124.823981
0.623490,0.529655,3.210000,124.840396
0.626625,0.467955,3.190000,124.856863
0.645030,0.479570,3.265000,124.873244
0.649655,0.455155,3.260000,124.889658
0.644325,0.462920,3.170000,124.906145
0.661055,0.459695,3.205000,124.922507
0.659960,0.464420,3.210000,124.938987
0.630510,0.396200,3.210000,124.955371
0.577925,0.419990,3.285000,124.971856
0.576980,0.430250,3.235000,124.988272
0.651790,0.415525,3.170000,125.004825
0.619960,0.409665,3.300000,125.021170
0.619290,0.413515,3.220000,125.037536
0.617730,0.435410,3.205000,125.053981
0.630150,0.395785,3.215000,125.070421
0.631015,0.391255,3.240000,125.086922
0.620970,0.408065,3.245000,125.103255
0.583260,0.401670,3.280000,125.119700
