x,y,d,t
0.399755,0.366790,3.755000,124.162531
0.399820,0.371060,3.750000,124.178895
0.404985,0.415420,3.725000,124.195272
0.432095,0.403415,3.755000,124.211697
0.432875,0.407195,3.675000,124.228125
0.418740,0.407390,3.670000,124.244612
0.418710,0.375265,3.785000,124.261054
0.416985,0.363640,3.755000,124.277459
0.427595,0.414035,3.655000,124.293872
0.397245,0.388075,3.760000,124.310349
0.398190,0.391775,3.740000,124.326758
0.379565,0.436165,3.705000,124.343257
0.407380,0.438000,3.760000,124.359587
0.407355,0.437855,3.730000,124.375969
0.420870,0.390745,3.755000,124.392464
0.383840,0.297915,3.685000,124.409003
0.383840,0.297915,3.755000,124.425346
0.387825,0.316610,3.755000,124.441778
0.394240,0.301820,3.725000,124.458216
0.394240,0.301820,3.695000,124.474655
0.405315,0.324755,3.680000,124.491049
0.383655,0.356220,3.705000,124.507511
0.385045,0.368400,3.670000,124.523872
0.416570,0.400130,3.800000,124.540360
0.392525,0.347235,3.710000,124.556723
0.393715,0.355785,3.705000,124.573100
0.407635,0.353400,3.695000,124.589532
0.390475,0.368295,3.690000,124.605945
0.389260,0.360010,3.750000,124.622405
0.397010,0.389080,3.655000,124.638926
0.410930,0.364480,3.660000,124.655307
0.409945,0.356390,3.605000,124.671658
0.405515,0.322110,3.730000,124.688279
0.384625,0.429875,3.905000,124.704651
0.385685,0.433350,3.775000,124.720993
0.352300,0.613910,4.125000,124.737408
0.373805,0.649915,4.165000,124.753768
0.373775,0.649800,4.180000,124.770317
0.345585,0.637035,3.930000,124.786625
0.348575,0.625280,3.890000,124.803202
0.347010,0.619840,4.055000,124.819541
0.360560,0.654580,3.970000,124.836050
0.359665,0.640575,4.250000,124.852440
0.358240,0.635430,4.050000,124.868852
0.362965,0.631275,4.055000,124.885267
0.367080,0.655665,4.010000,124.901653
0.368650,0.663255,4.090000,124.918105
0.354650,0.652125,4.050000,124.934518
0.368445,0.720140,4.065000,124.950997
0.369710,0.722320,4.125000,124.967494
0.366210,0.681180,4.120000,124.983926
0.334875,0.686495,4.095000,125.000238
0.331470,0.676835,4.115000,125.016690
0.364150,0.649740,4.095000,125.033162
0.343055,0.675350,4.205000,125.049538
0.343055,0.675350,4.205000,125.066032
0.345140,0.697815,4.130000,125.082371
0.340790,0.649195,4.105000,125.098853
0.340790,0.649195,4.150000,125.115286
0.549795,0.435420,4.245000,125.131714
0.666235,0.197830,4.795000,125.148099
0.663955,0.211965,4.115000,125.164598
0.632860,0.254850,4.290000,125.181237
0.639050,0.294695,4.150000,125.197344
0.636755,0.312635,4.115000,125.213895
0.639255,0.286640,4.130000,125.230355
0.622380,0.261240,4.095000,125.246675
0.623380,0.251775,4.140000,125.263121
0.644430,0.260450,4.135000,125.279634
0.665100,0.255585,4.145000,125.296001
0.666460,0.246355,4.195000,125.312547
0.661965,0.248075,4.170000,125.328869
0.656310,0.259525,4.180000,125.345281
0.655045,0.268635,4.240000,125.361692
0.665765,0.212910,4.195000,125.378154
0.657590,0.228800,4.220000,125.394526
0.658515,0.223985,4.235000,125.411026
0.667315,0.214445,4.210000,125.427468
0.659900,0.210735,4.190000,125.443871
0.661170,0.201140,4.215000,125.460392
0.696125,0.188890,4.235000,125.476714
0.585390,0.211095,4.170000,125.493063
0.585390,0.211095,4.435000,125.509546
0.372095,0.280795,4.010000,125.525999
0.378140,0.246865,4.025000,125.542370
0.379340,0.259145,4.045000,125.558812
0.408575,0.326640,3.985000,125.575289
0.403540,0.355810,4.025000,125.591723
0.405645,0.368320,3.995000,125.608177
0.396245,0.340495,4.005000,125.624479
0.393515,0.321860,3.985000,125.640989
0.392420,0.317535,4.025000,125.657419
0.389765,0.338080,4.030000,125.673885
0.393420,0.339295,4.005000,125.690259
0.395470,0.351155,4.005000,125.706702
0.379230,0.366215,4.035000,125.723250
0.395115,0.342000,4.010000,125.739491
0.391735,0.317150,3.925000,125.755933
0.395290,0.318350,3.965000,125.772411
0.415020,0.302915,4.005000,125.788912
0.414230,0.295705,4.020000,125.805220
0.400945,0.292550,3.970000,125.821660
0.377900,0.296745,3.980000,125.838101
0.377900,0.296745,3.955000,125.854515
0.372695,0.305145,3.940000,125.870999
0.387610,0.284875,3.990000,125.887534
0.387745,0.289445,3.965000,125.903853
0.397730,0.289570,3.955000,125.920223
0.405685,0.321100,4.045000,125.936723
0.407660,0.333870,4.045000,125.953135
0.392575,0.286700,4.015000,125.969517
0.374670,0.346690,3.995000,125.985977
0.373545,0.342540,4.005000,126.002389
0.363855,0.289875,3.955000,126.018883
0.382435,0.331700,4.045000,126.035213
0.383725,0.340395,3.990000,126.051728
0.377505,0.380465,3.965000,126.068041
0.385465,0.333320,4.030000,126.084600
0.384020,0.320125,4.030000,126.100960
0.393230,0.305465,3.985000,126.117412
0.392520,0.298400,4.010000,126.133981
0.390250,0.281210,4.000000,126.150338
0.373420,0.248745,3.955000,126.166800
0.362555,0.274340,3.995000,126.183102
0.364160,0.287330,3.960000,126.199580
0.420545,0.265070,3.945000,126.215970
0.400315,0.322005,3.905000,126.232404
0.401420,0.330725,3.995000,126.248837
0.383870,0.341720,4.055000,126.265280
0.374935,0.294915,4.010000,126.281703
0.374735,0.290310,4.005000,126.298144
0.385520,0.306710,3.920000,126.314578
0.392510,0.342760,3.945000,126.330953
0.393780,0.353965,3.950000,126.347417
0.390180,0.368495,3.965000,126.363870
0.388375,0.371405,3.945000,126.380269
0.390960,0.391070,3.940000,126.396650
0.375120,0.372375,3.970000,126.413082
0.400755,0.378555,3.980000,126.429642
0.400665,0.374795,4.060000,126.445983
0.391330,0.363935,3.895000,126.462455
0.392205,0.331860,3.940000,126.478851
0.388890,0.307635,3.920000,126.495401
0.389860,0.286145,3.920000,126.511643
0.372335,0.306575,3.905000,126.528172
0.372165,0.301890,3.955000,126.544546
0.380500,0.319535,3.960000,126.561052
0.385830,0.326485,3.945000,126.577417
0.384965,0.326175,3.910000,126.593824
0.391660,0.312235,3.920000,126.610252
0.386550,0.344250,3.895000,126.626759
0.388745,0.356315,3.930000,126.643078
0.381395,0.363820,3.980000,126.659491
0.400030,0.366120,3.955000,126.676034
0.399050,0.358810,3.930000,126.692395
