x,y,d,t
0.372165,0.259455,2.705000,208.182093
0.369500,0.362320,2.740000,208.198468
0.400245,0.391470,2.880000,208.214915
0.402140,0.407880,2.795000,208.231287
0.358635,0.393405,2.705000,208.247736
0.354415,0.299490,2.695000,208.264191
0.354875,0.302105,2.785000,208.280620
0.375745,0.382285,2.675000,208.297046
0.358670,0.364315,2.835000,208.313518
0.356705,0.353420,2.780000,208.329896
0.379775,0.324995,2.670000,208.346282
0.398305,0.307400,2.650000,208.362772
0.398305,0.307400,2.700000,208.379226
0.374950,0.371840,2.720000,208.395560
0.385210,0.274820,2.820000,208.412046
0.385505,0.280565,2.745000,208.428475
0.378050,0.325290,2.675000,208.444911
0.378790,0.419645,2.710000,208.461340
0.380385,0.424930,2.695000,208.477761
0.359750,0.376165,2.735000,208.494172
0.358475,0.409965,2.790000,208.510669
0.356420,0.399620,2.765000,208.527021
0.428295,0.528245,2.790000,208.543523
0.443980,0.405240,2.660000,208.559975
0.443980,0.405240,2.710000,208.576283
0.439700,0.427895,2.750000,208.592735
0.417550,0.362890,2.725000,208.609183
0.417550,0.362890,2.790000,208.625567
0.431860,0.388775,2.725000,208.642067
0.415710,0.392845,2.790000,208.658527
0.415710,0.392845,2.730000,208.674887
0.413875,0.457240,2.720000,208.691357
0.336745,0.406940,2.710000,208.707741
0.336230,0.400940,2.750000,208.724193
0.357100,0.485500,2.815000,208.740611
0.346975,0.485430,2.930000,208.757030
0.345225,0.479665,2.845000,208.773470
0.304605,0.416860,2.725000,208.789919
0.312505,0.458590,2.735000,208.806367
0.316280,0.475240,2.855000,208.822690
0.349610,0.552475,2.785000,208.839241
0.327085,0.543495,3.035000,208.855635
0.328825,0.547945,3.040000,208.872051
0.350695,0.503450,2.920000,208.888393
0.343790,0.536485,2.835000,208.904920
0.341545,0.527635,2.790000,208.921372
0.312080,0.443990,2.775000,208.937687
0.304055,0.408495,2.810000,208.954160
0.304925,0.414115,2.850000,208.970618
0.175305,0.522640,2.820000,208.987037
0.133735,0.571890,2.930000,209.003410
0.138355,0.580715,2.950000,209.019802
0.117265,0.552655,2.935000,209.036287
0.144685,0.627465,2.960000,209.052769
0.144685,0.627465,2.980000,209.069185
0.089050,0.534630,2.970000,209.085542
0.126155,0.622845,3.025000,209.102012
0.124500,0.618205,3.030000,209.118406
