0.000000 2.835000
0.016442 2.828673
0.032887 2.822380
0.049299 2.816157
0.065717 2.810039
0.082154 2.804058
0.098612 2.798249
0.115011 2.792642
0.131384 2.787267
0.147986 2.782154
0.164224 2.777328
0.180735 2.772816
0.197205 2.768639
0.213606 2.764819
0.229987 2.761373
0.246453 2.758316
0.262857 2.755663
0.279288 2.753422
0.295712 2.751603
0.312107 2.750210
0.328610 2.749245
0.344920 2.748709
0.361408 2.748599
0.377884 2.748910
0.394288 2.749635
0.410738 2.750765
0.427141 2.752289
0.443503 2.754193
0.460030 2.756464
0.476455 2.759085
0.492911 2.762039
0.509255 2.765308
0.525736 2.768874
0.542157 2.772716
0.558559 2.776816
0.574936 2.781153
0.591403 2.785709
0.607810 2.790464
0.624228 2.795400
0.640706 2.800498
0.657163 2.805741
0.673554 2.811113
0.690063 2.816597
0.706429 2.822180
0.722862 2.827848
0.739288 2.833588
0.755662 2.839390
0.772075 2.845243
0.788615 2.851138
0.804937 2.857068
0.821436 2.863025
0.837861 2.869003
0.854263 2.874998
0.870704 2.881006
0.887084 2.887022
0.903529 2.893045
0.919970 2.899071
0.936409 2.905101
0.952837 2.911132
0.969262 2.917164
0.985703 2.923196
1.002118 2.929229
1.018570 2.935263
1.035019 2.941297
1.051437 2.947333
1.067827 2.953369
1.084292 2.959406
1.100656 2.965444
1.117075 2.971482
1.133590 2.977520
1.149924 2.983557
1.166406 2.989592
1.182836 2.995623
1.199287 3.001647
1.215736 3.007664
1.232076 3.013669
1.248563 3.019659
1.264985 3.025631
1.281431 3.031581
1.297836 3.037505
1.314210 3.043397
1.330689 3.049253
1.347125 3.055067
1.363540 3.060833
1.379987 3.066547
1.396403 3.072202
1.412846 3.077793
1.429309 3.083313
1.445692 3.088757
1.462136 3.094120
1.478548 3.099395
1.494981 3.104579
1.511373 3.109666
1.527827 3.114653
1.544246 3.119535
1.560695 3.124308
1.577137 3.128971
1.593519 3.133521
1.609981 3.137956
1.626432 3.142275
1.642823 3.146477
1.659260 3.150563
1.675664 3.154532
1.692147 3.158385
1.708554 3.162125
1.724986 3.165753
1.741402 3.169271
