timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_order,aoi
0.032820,806.755366,646.978003,0.952829,0.000000,0,0,calib_c
1.659341,1198.381751,740.653784,0.607716,0.000000,0,0,calib_c
7.770571,1001.068800,737.593425,0.131437,197.336683,0,0,calib_c
