0.000000 -0.057131
0.065673 0.043169
0.131285 -0.062881
0.361280 0.048968
0.427103 -0.025389
0.492740 -0.016050
0.558495 0.006809
0.624132 0.052336
0.690031 -0.040671
0.755654 -0.004564
0.821353 0.002148
0.886999 -0.012089
0.952728 -0.025225
1.018558 -0.015972
1.084193 -0.048927
1.149904 0.018229
1.215585 0.013077
1.281380 0.020011
1.346998 -0.037789
1.412862 -0.001004
1.478477 -0.024432
1.544167 -0.117147
1.609844 0.008691
1.675580 0.032479
1.741256 -0.002240
1.806977 0.021330
1.872768 -0.001383
1.938468 -0.000317
2.004207 0.028275
2.069903 -0.012509
2.135555 0.105316
2.201281 -0.016950
2.267039 0.024474
2.332740 -0.045149
2.398425 -0.027294
2.464165 -0.004281
2.529884 -0.014729
2.595578 -0.011463
2.661292 0.039108
2.727009 0.040598
2.792619 -0.141224
2.858431 0.156735
