timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_order,aoi
2.792903,1400.158656,554.896656,0.821410,0.000000,0,0,calib_b
4.156403,1320.660480,568.249992,0.410683,80.611858,0,0,calib_b
5.536361,1320.134400,514.495800,0.016541,53.756766,0,0,calib_b
