0.919942 0.505750 0.857665 0.065639 0.268013 1.169738 8.865539 225.907375 0.065665
1.264902 0.622210 0.475690 0.065639 -2.444496 6.399936 9.906653 191.445184 0.049326
1.527828 0.579025 0.739685 0.065639 -0.696200 0.000000 7.831242 171.919275 0.049237
1.807169 0.511080 0.961795 0.065639 -1.717552 -0.229721 10.039195 272.704880 0.065647
2.020646 0.516210 0.581405 0.065639 -0.060582 1.942681 7.133909 156.798439 0.049391
2.349224 0.458825 0.779855 0.065639 -0.087835 0.671840 11.638286 269.493250 0.065717
2.989875 0.648270 0.518860 0.065639 0.079012 0.601371 10.841459 255.158552 0.065678
3.778546 0.404655 0.825600 0.065639 6.347799 0.188695 10.182508 222.216734 0.049161
4.780570 0.548600 0.888455 0.065639 -2.815245 0.623538 8.908768 236.570520 0.049399
5.240588 0.344765 0.901665 0.065639 -0.369375 -1.912913 12.369120 280.944211 0.082119
6.390680 0.617270 0.523470 0.065639 -4.264293 4.960437 14.729402 303.339557 0.065552
7.392660 0.328610 1.000000 0.065639 -0.612289 -3.533361 14.403401 298.135019 0.098557
8.460463 0.596205 0.514505 0.065639 -0.900288 1.247039 17.977812 373.578879 0.065728
8.887654 0.114300 1.000000 0.065639 1.828495 -4.022157 12.220229 324.617525 0.065659
