timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_order,aoi
3.581360,1042.082400,879.662700,0.279368,0.000000,0,0,calib_c
3.877051,888.838190,703.996052,1.248617,233.114905,0,0,calib_c
6.522167,874.251370,939.271404,1.034944,235.727102,0,0,calib_a
10.826219,985.841143,715.725643,0.230091,249.849925,0,0,calib_c
