0.755656 0.361375 0.523070 0.065728 3.397702 0.543253 11.709032 319.174369 0.049365
1.609969 0.177380 0.709140 0.065728 2.106426 -7.180641 9.528812 175.495907 0.049236
1.987737 0.157420 0.124310 0.065728 2.136609 2.510978 7.140059 184.394639 0.049365
2.842053 0.449900 0.152375 0.065728 6.488129 -0.015771 10.451785 224.657123 0.065663
3.088456 0.639085 0.193705 0.065728 -1.300801 -0.069148 16.424533 409.911309 0.082224
4.189241 0.131430 0.742035 0.065728 6.057503 -0.335592 15.577900 459.153026 0.098487
6.456249 0.517025 0.398085 0.065728 1.289627 -5.456568 8.652046 205.242461 0.049382
6.669747 0.555900 0.117605 0.065728 2.845812 2.423563 9.514061 239.549259 0.049365
7.458512 0.670440 0.666870 0.065728 -8.040330 0.000000 13.729115 235.721894 0.049176
7.918371 0.427895 1.000000 0.065728 0.000000 0.000000 10.792791 285.609856 0.049226
