0.952815 0.201605 0.448390 0.065654 2.358267 -5.998029 12.387715 212.746223 0.049277
1.264946 0.373130 0.077475 0.065654 5.625336 -4.513010 10.730087 232.686961 0.049273
1.807108 0.724770 0.205175 0.065654 -0.042545 -0.206230 18.785952 455.752289 0.082014
3.860515 0.473820 0.015540 0.065654 4.466921 0.550863 12.255598 311.609676 0.049414
4.221929 0.616910 0.542620 0.065654 -11.231650 0.871114 14.807651 293.204951 0.049378
5.322764 0.221275 0.441840 0.065654 2.535620 0.304272 16.776270 453.752379 0.065633
5.569120 0.595925 0.835215 0.065654 1.733037 0.000000 30.538689 675.255141 0.115006
6.242597 0.450260 1.000000 0.065654 -0.387217 2.551432 19.748914 420.053332 0.082192
6.521902 0.595655 0.241555 0.065654 -0.696396 -1.314744 12.551618 448.431737 0.049352
6.916259 0.175140 0.136285 0.065654 0.914992 1.631096 12.876980 366.356185 0.049186
7.162686 0.837660 0.358430 0.065654 -1.130248 0.695661 19.521426 703.370770 0.049342
9.577601 0.684925 0.669215 0.065654 -8.812534 3.367204 12.106308 223.421620 0.049282
10.645381 0.644530 0.590570 0.065654 -2.125045 0.763703 12.552832 349.582126 0.065708
