0.295745 0.472865 0.395510 0.065724 -7.661172 -1.373517 10.994563 261.207315 0.049319
0.739280 0.278940 0.357070 0.065724 0.413292 3.515732 11.617786 300.132698 0.049309
0.936345 0.305950 0.776125 0.065724 -2.258709 -7.142412 14.054681 329.882524 0.049312
1.659289 0.200700 0.308970 0.065724 0.073915 1.095966 15.978508 460.878289 0.065811
2.119240 0.603335 0.449765 0.065724 -2.869912 4.300587 11.969636 220.127002 0.049303
3.532071 0.347020 0.789010 0.065724 5.216096 -0.743191 17.916603 470.254208 0.065666
3.827799 0.749155 0.796020 0.065724 -2.920659 0.117452 15.519690 440.546316 0.065744
5.158625 0.198215 0.971430 0.065724 1.842804 -5.345209 9.133590 191.525999 0.049147
5.700756 0.301295 0.801345 0.065724 -0.397216 -6.830149 14.801581 372.617395 0.065561
6.883572 0.712530 0.396885 0.065724 -0.765014 8.336822 12.339025 300.107796 0.049229
7.277794 0.591000 0.754635 0.065724 -0.956162 3.097004 20.882069 448.753675 0.065633
8.296287 0.262950 0.025200 0.065724 5.256400 -1.799351 12.235714 280.882627 0.065672
10.859076 0.371930 0.415660 0.065724 6.818550 3.506698 19.778784 426.022910 0.065797
11.368404 0.805320 0.835475 0.065724 -2.169339 0.197187 17.225236 466.783159 0.115050
11.959795 0.219570 0.215680 0.065724 6.029153 5.294808 19.664669 489.719765 0.098649
12.419902 0.786175 0.826475 0.065724 -6.847463 0.000000 11.150113 203.599326 0.081967
