0.000000 4.000000
0.015854 4.001020
0.032271 4.002041
0.048676 4.003064
0.065119 4.004092
0.081681 4.005124
0.097968 4.006161
0.114448 4.007203
0.130893 4.008252
0.147304 4.009305
0.163679 4.010364
0.180074 4.011426
0.196553 4.012490
0.212996 4.013555
0.229429 4.014619
0.245908 4.015679
0.262282 4.016733
0.278682 4.017778
0.295100 4.018810
0.311478 4.019826
0.328028 4.020823
0.344461 4.021797
0.360801 4.022744
0.377302 4.023660
0.393679 4.024541
0.410217 4.025384
0.426530 4.026185
0.443069 4.026940
0.459458 4.027645
0.475855 4.028299
0.492243 4.028897
0.508709 4.029438
0.525133 4.029919
0.541481 4.030339
0.557994 4.030696
0.574426 4.030991
0.590958 4.031223
0.607281 4.031393
0.623786 4.031502
0.640161 4.031551
0.656533 4.031543
0.672961 4.031481
0.689500 4.031369
0.705802 4.031209
0.722246 4.031007
0.738686 4.030768
0.755118 4.030497
0.771610 4.030200
0.788032 4.029884
0.804407 4.029554
0.820864 4.029218
0.837273 4.028883
0.853731 4.028557
0.870251 4.028246
0.886594 4.027959
0.903041 4.027703
0.919532 4.027485
0.935910 4.027313
0.952304 4.027195
0.968675 4.027138
0.985075 4.027149
1.001586 4.027234
1.017964 4.027401
1.034428 4.027656
1.050940 4.028005
1.067209 4.028452
1.083677 4.029003
1.100122 4.029662
1.116608 4.030434
1.132985 4.031321
1.149427 4.032327
1.165802 4.033454
1.182361 4.034704
1.198711 4.036077
1.215158 4.037575
1.231517 4.039197
1.247948 4.040943
1.264373 4.042812
1.280798 4.044803
1.297301 4.046913
1.313867 4.049140
1.330053 4.051480
1.346507 4.053932
1.362913 4.056490
1.379413 4.059151
1.395809 4.061910
1.412242 4.064763
1.428717 4.067705
1.445089 4.070731
1.461525 4.073836
1.477927 4.077014
1.494451 4.080260
1.510780 4.083568
1.527303 4.086934
1.543711 4.090351
1.560123 4.093815
1.576447 4.097318
1.593028 4.100857
1.609449 4.104425
1.625851 4.108017
1.642188 4.111628
1.658683 4.115252
1.675254 4.118884
1.691501 4.122518
1.707983 4.126149
1.724426 4.129772
1.740842 4.133382
1.757217 4.136973
1.773729 4.140541
1.790117 4.144081
1.806553 4.147587
1.822930 4.151057
1.839367 4.154484
1.855803 4.157866
1.872245 4.161198
1.888684 4.164476
1.905077 4.167696
1.921534 4.170856
1.937957 4.173953
1.954389 4.176982
1.970826 4.179942
1.987301 4.182831
2.003791 4.185645
2.020051 4.188383
2.036607 4.191043
2.052944 4.193623
2.069406 4.196121
2.085788 4.198536
2.102197 4.200866
2.118678 4.203110
2.135119 4.205267
2.151532 4.207336
2.168028 4.209317
2.184368 4.211207
2.200802 4.213007
2.217342 4.214716
2.233659 4.216335
2.250093 4.217861
2.266497 4.219296
2.282959 4.220640
2.299424 4.221891
2.315901 4.223051
2.332265 4.224120
2.348706 4.225098
2.365077 4.225985
2.381534 4.226782
2.397951 4.227490
2.414368 4.228108
2.430786 4.228638
2.447283 4.229081
2.463682 4.229437
2.480102 4.229707
2.496495 4.229892
2.512982 4.229994
2.529323 4.230013
2.545782 4.229952
2.562175 4.229811
2.578712 4.229593
2.595179 4.229299
2.611474 4.228931
2.627966 4.228492
2.644369 4.227984
2.660851 4.227410
2.677230 4.226771
2.693657 4.226072
2.710203 4.225314
2.726472 4.224502
2.742970 4.223638
2.759463 4.222725
2.775804 4.221767
2.792199 4.220768
2.808654 4.219732
2.825064 4.218661
2.841553 4.217561
2.858064 4.216435
2.874428 4.215288
2.890814 4.214123
2.907228 4.212946
2.923574 4.211760
2.940077 4.210572
2.956472 4.209385
2.972869 4.208205
2.989445 4.207036
3.005742 4.205885
3.022177 4.204756
3.038621 4.203654
3.055075 4.202586
3.071549 4.201556
3.087951 4.200570
3.104323 4.199633
3.120803 4.198751
3.137254 4.197929
3.153631 4.197172
3.170074 4.196486
3.186490 4.195875
3.203003 4.195344
3.219371 4.194898
3.236009 4.194542
3.252241 4.194280
3.268599 4.194115
3.285113 4.194053
3.301495 4.194096
3.317883 4.194248
3.334428 4.194512
3.350868 4.194890
3.367243 4.195386
3.383690 4.196000
3.400097 4.196736
