0.000000 -4.286686
0.065759 -0.224674
0.131508 0.168889
0.197126 0.012667
0.262850 -0.185735
0.328683 1.498193
0.394412 2.609397
0.460090 -0.208250
0.525831 -0.962837
0.591446 -7.112746
0.657156 0.784485
0.722892 1.357234
0.788671 0.166708
0.854348 -0.278250
0.920034 2.923839
0.985734 -0.715723
1.051471 5.257183
1.117187 3.254619
1.182917 0.098190
1.248566 0.695213
1.314284 -0.447983
1.379940 1.005373
1.445806 -0.104128
1.511564 -6.456597
1.577191 0.791993
1.642870 0.523309
1.708621 0.892397
1.774435 0.300872
1.839982 -1.358058
1.905674 2.070638
1.971432 0.000644
2.037084 0.648142
2.102882 -1.507777
2.168519 -0.326491
2.234458 0.493973
2.300005 -0.483540
2.365827 0.352229
2.431413 -17.792837
2.497086 -0.132092
2.562783 -0.346979
2.628512 0.371754
2.694312 -1.099924
2.759946 -0.015582
2.825793 0.142009
2.891443 1.076483
2.957166 0.929547
3.022952 -11.864970
3.088492 0.966934
3.154294 0.605890
3.219928 0.279006
3.285716 -0.520838
3.351430 0.385035
3.417138 3.712256
3.482877 0.539849
3.548562 -0.289233
3.614287 0.145294
3.680090 1.081409
3.745680 6.155340
3.811505 -0.175307
3.877151 -0.797091
3.942781 -0.357269
4.008573 1.219014
4.074212 -0.206213
4.139960 -0.865559
4.205732 -0.493256
4.271326 -7.892812
4.337110 1.025593
4.402835 -0.839356
4.468620 1.068875
4.534208 -2.351883
4.599879 -17.285135
4.665776 -6.882405
4.731482 0.125593
4.797171 0.396957
4.862792 -0.717102
4.928509 -0.602332
4.994187 -1.448071
5.059994 4.857849
5.125662 -1.010847
5.191359 -0.173832
5.257124 -0.975500
5.322842 -0.596645
5.388468 -0.200821
5.454315 13.784870
5.519887 2.033333
5.585776 0.198936
5.651387 0.428121
5.717200 0.605672
5.782868 0.555074
5.848520 -0.536586
5.914162 -1.070253
5.979908 0.059909
6.045583 0.953913
6.111427 -3.433141
6.177116 -6.096105
6.242864 -1.062857
6.308641 -0.933749
6.374210 15.923924
6.440047 1.248622
6.505605 -0.658191
6.571364 0.381199
6.637131 -0.632522
6.702766 -3.149973
6.768564 -0.732164
6.834136 -0.882646
6.899961 0.044921
6.965564 -1.078183
7.031479 1.365331
7.097167 -0.592962
7.162772 565.468213
7.228487 -2.966510
7.294149 5.358392
7.359876 0.360947
7.425717 0.419288
7.491344 -0.420801
7.557035 1.402042
7.622893 -1.935216
7.688458 0.786116
7.754163 -154.277761
7.819871 5.792444
8.148451 53.281548
8.214242 -0.786742
8.279828 0.265168
8.345598 1.638198
8.411327 -2.278083
8.477036 0.048656
8.542702 2.663179
8.608639 0.304791
8.674217 0.112116
8.739830 0.829984
8.805511 19.352213
8.871202 9.230886
8.936990 0.183305
9.002675 1.759245
9.068463 -0.219947
9.134175 1.516565
9.199925 2.011301
9.265544 4.566519
9.331405 -1.285579
9.397033 -3.170199
9.462711 -3.249974
9.528499 0.596966
9.594191 0.269586
9.659831 1.659024
9.725586 1.530256
9.791204 0.196102
10.103434 -0.664951
10.678358 -3.103718
10.744255 -0.320739
10.809827 0.278838
10.875533 0.332843
10.941201 1.725555
11.006961 2.311773
11.072743 0.246661
11.138410 0.110221
11.204076 0.004309
11.269945 2.494740
11.335536 1.089944
11.401217 0.293183
11.467119 0.982665
11.532680 -22.337486
11.598446 0.111781
11.664069 1.269993
11.729842 -2.641383
11.795513 -4.583673
11.861206 -1.645855
11.927018 0.810125
