1.626405 0.775390 0.197710 0.065748 -5.449489 3.355855 11.295306 261.381376 0.049318
1.823494 0.539530 0.290475 0.065748 -4.279564 7.327610 13.162085 247.369301 0.065790
2.743551 0.417135 0.280530 0.065748 1.929439 7.343536 11.664304 269.906191 0.049390
3.630660 0.336455 0.792955 0.065748 4.342802 1.251890 14.580203 417.687529 0.065661
6.144122 0.235505 0.319545 0.065748 5.228031 2.385863 15.066708 287.991078 0.082267
6.932693 0.501820 0.683145 0.065748 -2.895972 -3.298115 10.794316 265.138774 0.065774
9.199927 0.413875 0.731300 0.065748 0.284482 0.225530 7.717858 224.860916 0.049228
10.826287 0.502450 0.347435 0.065748 -0.289972 -0.420510 8.812745 278.322628 0.049229
11.335595 0.195220 0.545905 0.065748 3.786694 0.816968 13.300434 326.466973 0.082147
12.206242 0.671455 0.634310 0.065748 -6.190443 2.424886 13.840969 325.003239 0.082100
13.191992 0.462970 1.000000 0.065748 -2.190506 -3.818812 12.185487 311.314228 0.049127
