timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_order,aoi
0.032873,272.626133,364.985400,0.312020,0.000000,0,0,calib_c
1.002154,503.746226,126.884974,0.377756,0.000000,0,0,calib_c
5.552768,490.126400,295.512300,0.689955,169.176460,0,0,calib_c
