0.000000 838.339200 514.042200
0.016655 836.102400 510.715800
0.032930 842.112000 381.699000
0.049436 794.822400 384.274800
0.065812 797.721600 393.033600
0.082198 814.569600 414.034200
0.098733 802.963200 442.357200
0.115126 802.963200 442.357200
0.131656 797.299200 452.741400
0.148045 797.846400 463.752000
0.164282 797.846400 463.752000
0.180777 818.966400 469.708200
0.197291 836.928000 446.121000
0.213712 836.928000 446.121000
0.230076 842.188800 467.202600
0.246569 848.083200 421.480800
0.262944 848.160000 417.355200
0.279406 685.017600 868.260600
0.295833 675.916800 885.686400
0.312201 675.801600 885.573000
0.328700 697.833600 880.324200
0.345087 704.265600 881.382600
0.361563 707.923200 885.087000
0.377933 706.195200 829.774800
0.394418 704.265600 820.999800
0.410846 704.265600 820.999800
0.427148 716.640000 846.855000
0.443646 715.171200 841.573800
0.460011 715.171200 841.573800
0.476400 685.017600 815.934600
0.492906 689.769600 849.474000
0.509324 685.900800 845.434800
0.525779 706.214400 754.050600
0.542159 714.422400 783.567000
0.558671 710.899200 779.020200
0.575047 637.420800 791.413200
0.591459 764.227200 816.998400
0.607860 764.227200 816.998400
0.624303 824.448000 770.337000
0.640706 816.412800 771.271200
0.657189 816.412800 771.271200
0.673588 792.777600 817.565400
0.690008 826.771200 806.506200
0.706460 829.171200 810.793800
0.722963 826.838400 823.181400
0.739359 854.640000 831.713400
0.755732 854.640000 831.713400
0.772320 710.275200 900.612000
0.788620 689.961600 904.354200
0.805037 690.931200 906.303600
0.821509 673.056000 905.769000
0.837904 658.521600 922.028400
0.854306 665.779200 926.910000
0.870755 701.078400 962.404200
0.887152 677.251200 948.013200
0.903708 669.129600 941.641200
0.920032 654.105600 901.292400
0.936509 644.947200 886.804200
0.952935 640.819200 883.207800
0.969281 635.059200 880.837200
0.985675 658.588800 930.700800
1.002178 663.744000 935.274600
1.264990 709.046400 936.063000
1.281386 714.768000 924.528600
1.297918 713.952000 922.795200
1.314346 642.998400 917.632800
1.330763 636.403200 916.029000
1.347195 631.824000 912.475800
1.363711 641.712000 919.350000
1.380063 730.790400 928.859400
1.396645 731.433600 930.560400
1.412848 1033.468800 872.910000
1.429455 977.308800 907.691400
1.445699 977.731200 906.076800
1.462155 1034.025600 896.923800
1.478526 1033.411200 900.207000
1.495040 1032.585600 893.127600
1.511436 1036.675200 873.498600
1.527886 1045.555200 890.119800
1.544346 1045.843200 893.619000
1.560696 1052.361600 882.090000
1.577171 1074.163200 898.873200
1.593513 1073.145600 900.509400
1.610029 1043.433600 941.009400
1.626435 1059.331200 912.378600
1.642904 1059.331200 912.481200
1.659308 1057.430400 936.565200
1.675792 1010.496000 942.273000
1.692280 1011.811200 943.736400
1.708585 1024.051200 892.792800
1.725054 1036.252800 900.315000
1.741403 1035.840000 896.653800
1.757956 1040.131200 911.185200
1.774321 1044.230400 891.966600
1.790823 1043.942400 888.456600
1.807171 887.232000 904.888800
1.823734 590.697600 862.363800
1.840023 595.324800 866.149200
1.856401 471.609600 870.409800
1.872902 474.067200 883.769400
1.889363 479.990400 887.446800
1.905755 446.467200 930.630600
1.922144 480.556800 927.412200
1.938592 474.662400 924.118200
1.955011 443.942400 842.022000
1.971379 434.841600 826.151400
1.987912 434.841600 826.151400
2.004398 446.611200 824.558400
2.020698 446.342400 872.235000
2.037330 452.524800 876.047400
2.053598 444.979200 848.404800
2.069926 452.678400 849.301200
2.086451 455.472000 850.473000
2.365742 814.070400 891.556200
2.382175 812.198400 888.683400
2.398571 659.472000 978.031800
2.415031 699.916800 939.945600
2.431448 698.342400 939.762000
2.448058 714.662400 947.597400
2.464287 683.712000 957.852000
2.480658 683.241600 956.269800
2.497233 619.497600 974.602800
2.513650 605.587200 973.814400
2.529992 600.921600 970.968600
2.546571 648.364800 968.927400
2.562837 635.856000 972.793800
2.579416 641.116800 977.221800
2.595774 660.105600 962.690400
2.612137 700.041600 982.800000
2.628509 706.569600 986.752800
2.645149 890.438400 826.383600
2.661356 1147.564800 624.893400
2.677862 1148.995200 612.095400
2.694293 1220.044800 606.954600
2.710778 1271.635200 546.274800
2.727143 1273.526400 539.514000
2.743647 1184.150400 525.069000
2.760013 1223.510400 574.516800
2.776561 1223.510400 574.516800
2.792783 1216.176000 555.012000
2.809364 1236.969600 563.414400
2.825732 1236.969600 563.414400
2.842071 1226.332800 570.812400
2.858671 1216.224000 576.261000
2.874996 1213.171200 586.013400
2.891361 1193.404800 585.808200
2.907819 1231.036800 577.999800
2.924238 1231.574400 581.412600
2.940656 1170.000000 597.753000
2.957115 1212.835200 558.651600
2.973543 1215.532800 544.935600
2.989953 1203.609600 594.054000
3.006592 1210.732800 565.666200
3.022868 1210.732800 565.666200
3.039289 1235.299200 527.261400
3.055679 1175.270400 535.755600
3.072137 1175.270400 535.755600
3.088573 1218.835200 577.594800
3.105073 1195.075200 565.639200
3.121382 1195.075200 565.639200
3.137784 1243.132800 611.609400
3.154299 1182.960000 563.398200
3.170661 1182.960000 563.398200
3.187112 1224.307200 563.171400
3.203608 1067.443200 708.323400
3.219969 1067.443200 708.323400
3.236363 967.833600 797.110200
3.252824 975.120000 862.558200
3.269361 976.512000 863.881200
3.285832 1027.804800 854.987400
3.302176 991.161600 850.456800
3.318661 989.078400 847.967400
3.335002 975.907200 889.358400
3.351441 991.056000 890.956800
3.367811 991.238400 891.707400
3.384279 1049.654400 856.207800
3.400675 1035.993600 879.519600
3.417238 1036.368000 883.116000
3.433654 1023.945600 867.196800
3.449933 954.652800 897.966000
3.466381 953.904000 899.715600
3.482942 972.336000 932.580000
3.499318 1025.683200 946.992600
3.515667 1025.702400 947.084400
3.532177 1003.699200 843.701400
3.548641 1042.819200 867.504600
3.564936 1043.587200 860.787000
3.581346 1063.228800 907.605000
3.597902 1006.032000 868.401000
3.614327 1004.832000 866.467800
3.630795 1038.720000 741.576600
3.647102 981.014400 732.353400
3.663646 983.030400 743.542200
3.680011 1051.209600 797.072400
3.696358 1054.012800 818.699400
3.712800 1054.857600 816.388200
3.729379 1015.718400 774.997200
3.745670 1010.563200 759.310200
3.762207 1009.276800 756.869400
3.778568 1011.254400 797.639400
3.795017 1022.390400 793.416600
3.811530 1023.676800 795.862800
3.827864 1048.291200 831.324600
3.844285 1070.832000 806.403600
3.860666 1070.774400 801.927000
3.877078 1026.979200 715.851000
3.893638 1033.651200 758.791800
3.909989 1034.064000 763.516800
3.926403 994.684800 831.686400
3.942864 1043.059200 838.463400
3.959258 1042.262400 844.603200
3.975707 1039.651200 818.769600
3.992214 1036.416000 832.593600
4.008555 1037.539200 830.617200
4.025001 1017.571200 814.357800
4.041416 1044.748800 809.643600
4.057786 1044.105600 800.814600
4.074262 1018.819200 812.986200
4.090614 994.828800 816.609600
4.107148 994.905600 822.970800
4.123486 1078.137600 875.831400
4.139912 1020.009600 867.661200
4.156397 1020.566400 871.689600
4.419397 191.376000 1080.000000
4.435669 192.441600 1080.000000
4.452083 211.315200 1080.000000
4.468507 156.000000 1080.000000
4.485029 282.124800 1080.000000
4.501496 290.016000 1080.000000
4.517835 287.692800 1080.000000
4.534271 302.649600 1080.000000
4.550746 285.427200 1080.000000
4.567268 290.121600 1080.000000
4.583603 319.526400 1080.000000
4.599944 319.737600 1080.000000
4.616475 326.380800 1080.000000
4.632919 296.006400 1080.000000
4.649228 288.585600 1080.000000
4.665714 296.361600 1080.000000
4.682100 309.302400 1080.000000
4.698574 306.009600 1080.000000
4.714975 260.150400 1080.000000
4.731367 282.912000 1080.000000
4.747821 282.691200 1080.000000
4.764260 275.616000 1080.000000
4.780618 299.260800 1080.000000
4.797137 309.686400 1080.000000
4.813569 278.486400 1080.000000
5.059960 695.395200 956.410200
5.076460 708.662400 948.790800
5.092864 707.980800 947.219400
5.109292 702.249600 968.171400
5.125676 735.475200 978.593400
5.142230 728.534400 972.858600
5.158540 679.948800 1002.596400
5.175013 695.011200 953.602200
5.191422 691.344000 950.664600
5.207880 709.900800 937.310400
5.224282 683.990400 917.611200
5.240637 683.990400 917.611200
5.257175 690.288000 972.232200
