0.706290 0.372765 0.712175 0.065734 0.521124 -1.114381 10.964164 329.009263 0.065827
3.055648 0.771505 0.095045 0.065734 -2.104858 5.232959 18.186327 388.805049 0.082175
4.484806 0.599990 0.522600 0.065734 -5.857866 -1.008408 10.119218 219.859236 0.049340
4.747774 0.405530 0.406460 0.065734 1.216310 5.705108 9.067175 198.504174 0.049144
5.733344 0.393665 0.938025 0.065734 5.823254 -1.365468 15.004011 356.124347 0.082239
6.029267 0.830880 0.709110 0.065734 2.869324 -2.043119 9.417636 250.768708 0.065506
6.324824 0.800410 0.295520 0.065734 -0.612093 0.557038 12.669589 393.882442 0.049305
7.212002 0.368690 0.289680 0.065734 5.847502 1.906077 15.590270 420.394021 0.049168
7.540518 0.706325 0.397165 0.065734 -7.109210 3.521572 18.148413 401.023909 0.065672
8.230457 0.426725 1.000000 0.065734 0.835396 2.519245 13.762487 410.133156 0.065796
