0.229976 0.213130 0.330600 0.065706 1.734997 -4.409610 8.970081 163.944606 0.049203
0.657145 0.290295 0.274405 0.065706 2.004312 6.747397 10.016276 188.320567 0.049263
1.035003 0.436135 0.484135 0.065706 2.469972 -4.651855 10.586197 208.212318 0.065762
1.445691 0.698680 0.345725 0.065706 -1.360199 5.434231 9.230791 201.855879 0.049208
2.119164 0.709280 0.408330 0.065706 -5.435405 -3.113204 8.537308 129.681740 0.049406
2.349236 0.534750 0.220485 0.065706 -4.001327 2.976659 11.440245 271.514434 0.049254
3.597825 0.569695 0.221230 0.065706 -5.398237 4.512899 12.597534 199.814765 0.065677
3.992109 0.260310 0.845830 0.065706 1.130444 -4.903415 8.841266 203.186475 0.049275
4.599984 0.293685 0.372355 0.065706 2.314564 1.364145 14.804798 424.369793 0.065578
6.686216 0.800630 0.753920 0.065706 -3.386340 -5.778923 13.182398 306.173523 0.049322
7.080495 0.703085 0.224185 0.065706 -5.619273 2.771550 12.013261 270.382732 0.065740
