1.462065 0.676780 0.475565 0.065659 -6.766971 3.725613 15.281152 343.710030 0.049458
1.938532 0.316825 0.811420 0.065659 -0.199785 -1.225536 10.937812 297.171184 0.065872
2.480765 0.272460 0.587695 0.065659 -0.263112 -1.027816 11.642481 335.417252 0.065560
4.665648 0.460200 0.175480 0.065659 7.222286 0.346731 10.698060 233.292320 0.049281
6.094893 0.607815 0.479815 0.065659 0.383884 4.981791 8.749690 220.330744 0.049357
6.374289 0.611865 0.796990 0.065659 -6.789635 1.019766 10.568100 241.616594 0.049113
7.442066 0.173705 0.892990 0.065659 6.137269 -0.089109 11.414527 261.249830 0.065703
8.953466 0.562125 0.604560 0.065659 -0.039996 4.118093 9.289402 237.549944 0.049325
9.183521 0.373365 0.729560 0.065659 1.220230 0.698308 11.528420 327.070507 0.065654
9.413515 0.482530 0.220800 0.065659 7.423209 1.273173 9.523047 193.734008 0.049256
9.939023 0.835045 0.385315 0.065659 -4.949196 3.071988 12.501192 252.883669 0.049483
10.760651 0.571435 0.569050 0.065659 -2.630269 0.000000 12.009932 285.631564 0.065956
11.121960 0.423780 1.000000 0.065659 0.831279 -4.329550 10.392955 230.261408 0.065743
