timestamp,x,y,duration,prev_sacc_amplitude,aoi_span,aoi_order,aoi
0.032742,588.243548,171.049696,0.755809,0.000000,0,0,calib_c
2.299954,467.464533,248.283514,1.034898,0.000000,0,0,calib_c
4.123351,547.340968,247.065347,0.312230,79.885723,0,0,calib_c
